key,field,value,evidence_type,evidence,pdf_file,page,section,note
mulamba2021contrastive,metric_name,regret (test regret),quote,(Average and standard deviation of regret on test data),Mulamba2021_ContrastiveLosses.pdf,5,6 Empirical Evaluation -- Table 1 caption,
mulamba2021contrastive,oracle,LA,quote,"estimated parameter values v ∗ (ĉ). Formally, Regret(ĉ, c) =",Mulamba2021_ContrastiveLosses.pdf,2,3 Problem Setting,"Continues (next physical line of the same column): 'f (v*(ĉ), c) − f (v*(c), c).' Regret against v*(c), the optimum for the true (realized) parameter vector c of the instance -> look-ahead oracle."
mulamba2021contrastive,oracle,LA,quote,"f (v ∗ (ĉ), c) − f (v ∗ (c), c). In case of minimisation problems,",Mulamba2021_ContrastiveLosses.pdf,2,3 Problem Setting,"Inline formula Regret(ĉ,c) = f(v*(ĉ),c) − f(v*(c),c)."
mulamba2021contrastive,oracle,LA,quote,between the true value of: 1) the optimal solution v ∗ (c) for,Mulamba2021_ContrastiveLosses.pdf,2,3 Problem Setting,Verbal definition: 'the difference between the true value of: 1) the optimal solution v*(c) for the true parameter values; and 2) the optimal solution for the estimated parameter values v*(ĉ).'
mulamba2021contrastive,denominator,raw,quote,(Average and standard deviation of regret on test data),Mulamba2021_ContrastiveLosses.pdf,5,6 Empirical Evaluation -- Tables 1-3,"Raw regret in objective units (knapsack 327-2475, energy 17507-104496, matching 3376-3732); no normalization."
mulamba2021contrastive,denominator,raw,absence,"grep -i over text/Mulamba2021_ContrastiveLosses.txt: 'regret' 49 hits (definition p. 2, Tables 1-7, discussion); 'normaliz' 2 (both about the partition function Z / 'unnormalized statistical models', not the metric); 'relative' 0; 'percent' 0; 'divid' 0; 'denominator' 0; 'ratio' 7 (inside 'iteration'/'exploration'/'integration'). Read Sec. 3 (p. 2), Sec. 6 in full (pp. 5-7) and Appendix C-D (pp. 9-10). No normalized or relative regret anywhere.",Mulamba2021_ContrastiveLosses.pdf,5,6 Empirical Evaluation,Supports denominator=raw and formula_stated=yes.
mulamba2021contrastive,aggregation,mean,quote,is run on the test data 10 times and we report the average and,Mulamba2021_ContrastiveLosses.pdf,6,6.2 Results,Full sentence: 'The final model is run on the test data 10 times and we report the average and standard deviation (in bracket) of the 10 runs.' Table captions: 'Average and standard deviation of regret on test data'.
mulamba2021contrastive,aggregation,mean,quote,standard deviation (in bracket) of the 10 runs. All methods,Mulamba2021_ContrastiveLosses.pdf,6,6.2 Results,
mulamba2021contrastive,noise,real,quote,"et al., 2012], which contains historical energy price data at",Mulamba2021_ContrastiveLosses.pdf,5,6.1 Experimental Settings -- Knapsack Problem,Knapsack values and energy-scheduling costs are real SEMO day-ahead electricity prices (Ifrim et al. 2012); features are real calendar/weather/forecast attributes.
mulamba2021contrastive,noise,real,quote,the same energy price data for this experiment. We study,Mulamba2021_ContrastiveLosses.pdf,5,6.1 Experimental Settings -- Energy-cost Aware Scheduling,Energy scheduling uses the same real price data.
mulamba2021contrastive,noise,real,quote,"structed from the CORA citation network [Sen et al., 2008].",Mulamba2021_ContrastiveLosses.pdf,5,6.1 Experimental Settings -- Diverse Bipartite Matching,Matching instances from the real CORA citation network (Ferber et al. 2020); targets are real edge presence.
mulamba2021contrastive,noise,real,quote,to each of the 48 slots and the price is multiplied accord-,Mulamba2021_ContrastiveLosses.pdf,5,6.1 Experimental Settings -- Knapsack Problem,"Caveat: 'The knapsack weights are synthetically generated where a weight in {3, 5, 7} is randomly assigned to each of the 48 slots and the price is multiplied accordingly before adding Gaussian noise xi ~ N(0, 25)'. Weights (known constraint data) are synthetic; the sentence can be read as also perturbing the item value (real price x weight + Gaussian noise). See notes -- this is the only place a synthetic stochastic component touches a regret-reporting experiment."
mulamba2021contrastive,noise,real,quote,"ingly before adding Gaussian noise ξ ∼ N(0, 25) to main-",Mulamba2021_ContrastiveLosses.pdf,5,6.1 Experimental Settings -- Knapsack Problem,"Same caveat; continuation: 'tain high correlation between the prices and the weights as strongly correlated instances are difficult to solve [Pisinger, 2005].' The stated purpose is to make knapsack *instances* hard (weight-value correlation), not to model prediction noise."
mulamba2021contrastive,noise,mixed,repository,"github.com/PredOpt/predopt-benchmarks, Knapsack/Trainer/Data.npz: weights (48,) in {3,5,7}; y_train / weight[slot] recovers a EUR/MWh price series (mean 64.6) but the targets lie on no 0.01 price grid (share on grid 0.1%), i.e. target = price x weight + continuous noise, matching the paper's 'adding Gaussian noise xi ~ N(0, 25)' (p5). Checked 2026-08-31.",Mulamba2021_ContrastiveLosses.pdf,5,6.1 Knapsack Problem,"Reading (ii): the noise is added to the item VALUES, so the knapsack targets are semi-synthetic and noisy. Could not be settled from the paper text; required the benchmark repository. Same data underlie mandi2022decision and mandi2024decision."
mulamba2021contrastive,synthetic,no,quote,"et al., 2012], which contains historical energy price data at",Mulamba2021_ContrastiveLosses.pdf,5,6.1 Experimental Settings -- Knapsack Problem,"All three regret-reporting experiments are built on real datasets (SEMO prices; CORA). synthetic=no, subject to the knapsack weight/noise caveat recorded under noise."
mulamba2021contrastive,synthetic,no,quote,to one calendar day. The knapsack weights are synthetically,Mulamba2021_ContrastiveLosses.pdf,5,6.1 Experimental Settings -- Knapsack Problem,"The word 'synthetically' applies to the knapsack weights (constraint data), which are known, not predicted."
mulamba2021contrastive,synthetic,yes,adjudication,Knapsack targets are real prices transformed by synthetic weights plus Gaussian noise (see the repository row); by the project's treatment of semi-synthetic designs (cf. gupta2024directional) this counts as a synthetic DGP.,Mulamba2021_ContrastiveLosses.pdf,5,6.1 Knapsack Problem,
mulamba2021contrastive,contaminated,no,absence,"Read Sec. 6 (pp. 5-7: 6.1 settings, 6.2 results Q1-Q4), Sec. 7, and Appendix D tables (p. 10) in full. Every conclusion is a within-instance method comparison (e.g. 'LMAP(ĉ−c) performs the best among all the loss variants'; 'In Knapsack-120, Blackbox and Interior performs best in terms of regret'; 'In Matching-25, QPTL is the best albeit the slowest'). Knapsack capacities (60/120/180), Energy-1/2/3 and Matching-10/25/50 are separate columns but regret is never compared across them; regret is raw and unit-bearing. grep -i 'increas' / 'larger' / 'harder' / 'capacit' in pp. 5-7 yields no cross-regime metric comparison.",Mulamba2021_ContrastiveLosses.pdf,7,6.2 Results,"Two qualitative cross-problem remarks exist but do not compare the metric: p. 5 'we consider a more complex combinatorial optimization problem' (energy) and p. 6 'Contrary to the previous ones, here the learning task is the challenging one whereas the optimisation task is relatively simpler' (matching)."
mulamba2021contrastive,contaminated,no,quote,"instance, caching methods are not good enough; but the four",Mulamba2021_ContrastiveLosses.pdf,7,6.2 Results -- Q4,"Preceded by 'In this'. Illustrates that conclusions are stated per instance (Matching-25), not across regimes."
mulamba2021contrastive,formula_stated,yes,quote,"f (v ∗ (ĉ), c) − f (v ∗ (c), c). In case of minimisation problems,",Mulamba2021_ContrastiveLosses.pdf,2,3 Problem Setting,"Regret formula written inline; the reported quantity is this raw regret averaged over test data, so the formula fully covers what is reported."
liu2021risk,metric_name,normalized SPO loss,equation,"in order to evaluate the performance of each method we compute a “normalized” SPO loss on the test set. :: (unnumbered display, Sec. 5): Σ_{i=1}^{m} ℓ_SPO(ĝ(x̃_i), c̃_i) / Σ_{i=1}^{m} z*(c̃_i)",LiuGrigas2021_RiskBoundsSPO.pdf,8,5 Computational experiments (portfolio allocation),Same ratio-of-sums normalized SPO loss as Elmachtoub & Grigas; the classification experiment reports the unnormalized 'test set SPO loss' (p. 9).
liu2021risk,oracle,LA,quote,"z ∗ (c̃) := minw∈S c̃T w is the optimal cost in hindsight. We set the size of the test set to 10000. In all of our experiments, we run 50 independent trials for each setting of parameters.",LiuGrigas2021_RiskBoundsSPO.pdf,9,5 Computational experiments,Paper's own words: the denominator/oracle is the hindsight (realized-cost) optimum -- look-ahead oracle.
liu2021risk,denominator,oracle_cost,equation,"in order to evaluate the performance of each method we compute a “normalized” SPO loss on the test set :: sum_i l_SPO(g(x~_i), c~_i) / sum_i z*(c~_i), with z*(c~) := min_{w in S} c~^T w",LiuGrigas2021_RiskBoundsSPO.pdf,8,5 Computational experiments,Denominator is the sum over the test set of the hindsight-optimal costs.
liu2021risk,denominator,oracle_cost,quote,is the optimal cost in hindsight. We set the size of the test set to 10000.,LiuGrigas2021_RiskBoundsSPO.pdf,9,5 Computational experiments,Preceded by 'z*(c~) := min_{w in S} c~^T w' (symbols mangled by pdftotext): the denominator's oracle is the realized-cost optimum.
liu2021risk,aggregation,ratio_of_sums,equation,"then the normalized SPO loss is defined as :: sum_{i=1}^m l_SPO(g(x~_i), c~_i) / sum_{i=1}^m z*(c~_i)",LiuGrigas2021_RiskBoundsSPO.pdf,8,5 Computational experiments,Sum of losses over sum of hindsight costs.
liu2021risk,noise,mixed,quote,"In our simulations, the relationship between the true cost vector c and its auxiliary feature vector x is given by c = φdeg (Bx) , where φdeg is a polynomial kernel mapping of degree deg, B is a fixed weight matrix, and  is a multiplicative noise term.",LiuGrigas2021_RiskBoundsSPO.pdf,8,5 Computational experiments (portfolio allocation),"Synthetic DGP with multiplicative noise (ϵ dropped by pdftotext); Figures 1-2 (pp. 9-10) have both 'No Noise' and 'Moderate Noise' panels, hence mixed."
liu2021risk,noise,mixed,quote,to 0 for “no noise” instances and 0.5 for “moderate noise” instances,LiuGrigas2021_RiskBoundsSPO_arXivFull.pdf,36,D.4 Data generation processes,"Multiplicative uniform noise on [1-ebar, 1+ebar], E&G-style; the NeurIPS body PDF lacks this appendix. Not in the cloud text tree, so not machine-checked."
liu2021risk,synthetic,yes,quote,further details of the synthetic data generation process are provided in Appendix D.,LiuGrigas2021_RiskBoundsSPO.pdf,8,5 Computational experiments,c = phi_deg(Bx) with multiplicative noise; features standard normal.
liu2021risk,contaminated,yes,quote,"comparably, while the SPO and SPO+ methods dominate in cases with larger values of the degree",LiuGrigas2021_RiskBoundsSPO.pdf,9,5 Computational experiments,"Full sentence: 'for smaller values of the degree parameters, i.e., deg in {1, 2}, all four methods perform comparably, while the SPO and SPO+ methods dominate in cases with larger values of the degree parameters.' A cross-degree (cross-DGP) reading of the normalized look-ahead metric."
liu2021risk,formula_stated,yes,quote,then the normalized SPO loss is defined as,LiuGrigas2021_RiskBoundsSPO.pdf,8,5 Computational experiments,Displayed formula follows.
liu2021risk,setting,theory: risk bounds and calibration for SPO+,quote,"In this paper, we greatly expand upon the consistency results for the SPO+ loss provided by Elmachtoub and Grigas [2021]. We develop risk bounds and uniform calibration results for the SPO+ loss relative to the SPO loss, which provide a quantitative way to transfer the excess surrogate risk to excess true risk.",LiuGrigas2021_RiskBoundsSPO.pdf,1,Abstract,The paper's content is risk bounds / calibration theory for the SPO+ surrogate.
liu2021risk,setting,theory: risk bounds and calibration for SPO+,quote,"Under the conditions of Theorem 2.1, given any x ∈ X , we know that the conditional expectation c̄ = Ec∼P(·|x) [c] is the unique minimizer of the SPO+ risk. Furthermore, since c̄ is also a minimizer of the SPO risk, it holds that the SPO+ loss function is Fisher consistent with respect to the SPO loss function, i.e., minimizing the SPO+ risk also minimizes the SPO risk.",LiuGrigas2021_RiskBoundsSPO.pdf,4,2 Predict-then-optimize framework and preliminaries (after Theorem 2.1),Requested for the paper: conditional expectation is the unique minimizer of SPO+ risk; SPO+ is Fisher consistent w.r.t. SPO.
liu2021risk,setting,has an experimental section (contradicts 'no experimental metric'),quote,"In this section, we present computational results of synthetic dataset experiments wherein we empirically examine the performance of the SPO+ loss function for training prediction models, using portfolio allocation and cost-sensitive multi-class classification problems as our problem classes.",LiuGrigas2021_RiskBoundsSPO.pdf,8,5 Computational experiments,Section 5 exists and reports an experimental regret metric; see notes -- exclusion rule 3 as recorded does not hold.
elmachtoub2022smart,metric_name,normalized SPO loss,quote,"In order to ultimately measure and compare the performance of the four different methods, we compute a “normalized” version of the SPO loss of each of the four previously trained models on an independent test set of size 10, 000.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,26,6. Computational Experiments (preamble),The paper's own name; figures 4-5 are titled 'Normalized SPO Loss vs. Polynomial Degree' (pp. 29-30).
elmachtoub2022smart,metric_name,normalized SPO loss,quote,"As mentioned previously, for each simulation, we evaluate the performance of the trained models by computing the normalized SPO loss on a test set of 10,000 samples.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,28,6.1 Shortest Path Problem (Results),
elmachtoub2022smart,metric_name,normalized SPO loss,quote,"that we naturally normalize by the total optimal cost of the test set given full information, which with high probability will be a positive number for the examples studied herein.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,26,6. Computational Experiments (preamble),Paper calls the oracle the 'full information' optimum.
elmachtoub2022smart,oracle,LA,quote,"After the decision w∗ (ĉ) is implemented, the cost incurred is with respect to the cost vector c that is actually realized. The excess cost due to the fact that w∗ (ĉ) may be suboptimal with respect to c is then cT w∗ (ĉ) − z ∗ (c), which we call the SPO loss.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,10,"2. ""Predict, then Optimize"" Framework / SPO loss",Regret vs. the optimum for the realized cost c: look-ahead oracle.
elmachtoub2022smart,oracle,LA,equation,"the (unambiguous) true SPO loss ℓSPO (ĉ, c) is defined as :: Definition 2: ℓ_SPO(ĉ, c) := max_{w ∈ W*(ĉ)} c^T w − z*(c), where z*(c) = min_{w∈S} c^T w is the optimal value under the realized cost c.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,12,2. Definition 2 (Unambiguous SPO Loss),
elmachtoub2022smart,oracle,LA,quote,"that we naturally normalize by the total optimal cost of the test set given full information, which with high probability will be a positive number for the examples studied herein.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,26,6. Computational Experiments (preamble),"Denominator is the realized-cost ('full information') optimum, confirming the look-ahead oracle."
elmachtoub2022smart,denominator,oracle_cost,equation,"denotes the test set, then we define the normalized :: NormSPOTest(f̂) := Σ_{i=1}^{ntest} ℓ_SPO(f̂(x̃_i), c̃_i) / Σ_{i=1}^{ntest} z*(c̃_i)",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,26,6. Computational Experiments (preamble),Denominator = sum over the test set of the full-information optimal objectives z*(c̃_i).
elmachtoub2022smart,denominator,oracle_cost,quote,"that we naturally normalize by the total optimal cost of the test set given full information, which with high probability will be a positive number for the examples studied herein.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,26,6. Computational Experiments (preamble),
elmachtoub2022smart,aggregation,ratio_of_sums,equation,"denotes the test set, then we define the normalized :: NormSPOTest(f̂) := Σ_{i=1}^{ntest} ℓ_SPO(f̂(x̃_i), c̃_i) / Σ_{i=1}^{ntest} z*(c̃_i)",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,26,6. Computational Experiments (preamble),"Sum of SPO losses over sum of oracle costs: a single ratio of sums, not a mean of per-instance ratios."
elmachtoub2022smart,noise,yes,quote,"Here, deg is a fixed positive integer parameter and εji is a multiplicative noise term that is generated independently at random from the uniform distribution on [1 − ε̄, 1 + ε̄] for some parameter ε̄ ≥ 0.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,27,6.1 Synthetic Data Generation Process,Multiplicative noise on each cost component.
elmachtoub2022smart,noise,yes,quote,"We vary the training set size n ∈ {100, 1000, 5000}, we vary the parameter deg ∈ {1, 2, 4, 6, 8}, and we vary the noise half-width parameter ε̄ ∈ {0, 0.5}.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,28,6.1 Shortest Path Problem (Results),ε̄ = 0 is a noiseless setting; ε̄ = 0.5 is noisy. See notes: 'mixed' is arguable.
elmachtoub2022smart,noise,yes,quote,"The observed return vector r̃i is set to r̃i := r̄i + Lf + 0.01τ ε, where f ∼ N (0, I4) and ε ∼ N (0, I50 ). The cost vector ci is set to ci := −r̃i .",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,46,Appendix D. Experimental Details of Portfolio Optimization Application,"Portfolio experiment: additive Gaussian factor + idiosyncratic noise, τ ∈ {1, 2}, always noisy."
elmachtoub2022smart,synthetic,yes,quote,Synthetic Data Generation Process. Let us now describe the process used for generating the synthetic experimental data instances for both problem classes.,ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,27,6.1 Synthetic Data Generation Process,"Both experiments (shortest path, portfolio) are synthetic."
elmachtoub2022smart,contaminated,yes,quote,"From Figure 4, we can see that for small values of the deg parameter, i.e., deg ∈ {1, 2}, the absolute loss, least squares, and SPO+ methods perform comparably, with the least squares method slightly dominating in the case of noise with ε̄ = 0.5.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,28,6.1 Shortest Path Problem (Results),Method ranking read across degree regimes.
elmachtoub2022smart,contaminated,yes,quote,"On the other hand, as the parameter deg grows and the degree of model misspecification increases, then the SPO+ approach generally begins to perform best across all instances except when n = 5000, in which case random forests performs comparably to SPO+. This behavior suggests that the SPO+ loss is better than the competitors at leveraging additional data and stronger nonlinear signals.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,28,6.1 Shortest Path Problem (Results),Conclusion drawn from how normalized SPO loss changes with deg and n.
elmachtoub2022smart,contaminated,yes,quote,"Generally we observe similar patterns as in the shortest path experiment, although comparatively larger values of deg are needed to demonstrate the relative superiority of SPO+. In summary across all of our experiments, our results indicate that as long as there is some degree of model misspecification, then SPO+ tends to offer significant value over competing approaches, and this value is further strengthened in cases where more data available.",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,30,6.2 Portfolio Optimization,Cross-degree and cross-sample-size reading of the metric (the gap 'is further strengthened' with more data).
elmachtoub2022smart,formula_stated,yes,equation,"denotes the test set, then we define the normalized :: NormSPOTest(f̂) := Σ_{i=1}^{ntest} ℓ_SPO(f̂(x̃_i), c̃_i) / Σ_{i=1}^{ntest} z*(c̃_i)",ElmachtoubGrigas2022_SmartPredictThenOptimize.pdf,26,6. Computational Experiments (preamble),"Both numerator (Definition 2, p. 12) and denominator are written out."
hu2022fast,metric_name,relative regret,quote,"By averaging over 50 replications of D, we estimate relative regret, ED EX [f ∗ (X)> (π̂(X) − π ∗ (X))] /ED EX [f ∗ (X)π ∗ (X)], for each method and each n = 50, 100, . . . , 1000, shown in Fig. 2b with shaded bands for plus/minus one standard error.",HuKallusMao2022_FastRates.pdf,13,5. Experiments,"Also 'Relative Regret' as the y-axis label of Fig. 2b. The unnormalized quantity is called 'Regret' / 'average regret' (Eq. (2), p2)."
hu2022fast,metric_name,relative regret,quote,"(b) The regret of different methods, relative to average minimal",HuKallusMao2022_FastRates.pdf,13,5. Experiments,"Figure 2b caption (sentence continues 'cost. Shaded regions represent 95% confidence intervals.' on the next text line, interleaved with the left-column caption in p013.txt): 'average minimal cost' = E f*(X)^T pi*(X), the true-model optimal policy's expected cost."
hu2022fast,oracle,TM,equation,"this is captured by the contextual linear optimization (CLO) problem, defined as follows: :: Eq. (1): pi*(x) in Z*(x) = argmin_{z in Z} f*(x)^T z,  f*(x) = E[Y | X = x],  Z = {z in R^d : Az <= b}",HuKallusMao2022_FastRates.pdf,1,1. Introduction,"The comparator policy pi* is the optimum under the conditional mean, i.e. the true-model oracle."
hu2022fast,oracle,TM,equation,namely one having low average regret: :: Eq. (2): Regret(pi_hat) = E_D E_X[ f*(X)^T ( pi_hat(X) - pi*(X) ) ],HuKallusMao2022_FastRates.pdf,2,1. Introduction,"Regret is defined with the true conditional-mean cost f*(X), not the realized Y, for both the learned and the comparator policy."
hu2022fast,oracle,TM,quote,"Using a test data set of 10000 draws of just X, we then compute the sample averages of EX [f ∗ (X)π ∗ (X)] and of EX [f ∗ (X)> π̂(X)] for each policy π̂ resulting from one of the 6 methods and for each replication. For any x and f , we compute πf (x) using Gurobi 9.1.1. Recall π ∗ (X) = πf ∗ (X) so that this is also applied to computing π ∗ (X).",HuKallusMao2022_FastRates.pdf,47,E.2. Details for the experiment in Section 5,Confirms the reported number never touches a realized Y: the test set consists of X only and costs are evaluated with f*.
hu2022fast,denominator,oracle_cost,equation,"we estimate relative regret, :: E_D E_X[ f*(X)^T ( pi_hat(X) - pi*(X) ) ]  /  E_D E_X[ f*(X)^T pi*(X) ]   -- f*(x) = E[Y|X=x] the true conditional mean, pi*(x) in argmin_{z in Z} f*(x)^T z; the realized Y never enters (the pdftotext '>' is the transpose symbol)",HuKallusMao2022_FastRates.pdf,13,5. Experiments,"Denominator is the expected cost of the true-model optimal policy pi*, averaged over X (and D)."
hu2022fast,aggregation,ratio_of_sums,equation,"by computing averages over replications, we estimate the relative regret for n and for each method π̂, being :: E_D E_X[ f*(X)^T ( pi_hat(X) - pi*(X) ) ]  /  E_D E_X[ f*(X)^T pi*(X) ]   -- f*(x) = E[Y|X=x] the true conditional mean, pi*(x) in argmin_{z in Z} f*(x)^T z; the realized Y never enters (the pdftotext '>' is the transpose symbol)",HuKallusMao2022_FastRates.pdf,47,E.2. Details for the experiment in Section 5,"Numerator and denominator are each averaged (over 10000 test X and 50 replications of D) before dividing: mean over mean, not a mean of per-instance ratios."
hu2022fast,noise,yes,quote,"is a fixed coefficient matrix, and ∼ Unif[3/4, 5/4]d is a multiplicative noise. Note f ∗ (x) = W φ(x) + 3 is a degree-5 polynomial in x.",HuKallusMao2022_FastRates.pdf,46,E.2. Details for the experiment in Section 5,"Y = diag(eps)(W phi(X) + 3) with eps ~ Unif[3/4,5/4]^d: stochastic Y given X. The 'eps' glyph is dropped by pdftotext ('and  ∼ Unif')."
hu2022fast,noise,yes,quote,"Figure 1 displays results for 500 replications for each of n = 32, 38, 45, . . . , 2048 with σ 2 = 1.",HuKallusMao2022_FastRates.pdf,5,1.2. A Simple Example,"Toy example of Section 1.2 (Figure 1): Y - f*(X) ~ N(0, sigma^2) with sigma^2 = 1 (the defining sentence on p5 is split by an interleaved axis label in p005.txt, so the sigma^2 = 1 sentence is quoted instead); its regret is reported raw (not relative)."
hu2022fast,synthetic,yes,quote,"Data-Generating Process. Here we specify the distribution from which we draw (X, Y ). Recall Y has d = 40 dimensions. We consider covariates X with p = 5 dimensions, with the data generated as follows. We let X ∼ N (0, Ip ) be drawn from the standard multivariate normal distribution.",HuKallusMao2022_FastRates.pdf,46,E.2. Details for the experiment in Section 5,"Both experiments (Section 1.2 toy, Section 5 shortest path) are fully synthetic; no real data anywhere."
hu2022fast,contaminated,yes,quote,"At the same time, we see that such best-in-class performance may sometimes still be bad in an absolute sense. Using more flexible models can sometimes close this gap.",HuKallusMao2022_FastRates.pdf,13,5. Experiments,Reads the magnitude of relative regret ('bad in an absolute sense') and compares across misspecification levels (wrong-linear vs kernel hypothesis classes).
hu2022fast,contaminated,yes,quote,"When using such a flexible model, we observe that ETO achieves regret converging to zero with performance just slightly worse than the correctly-specified case, while end-to-end methods have higher regret.",HuKallusMao2022_FastRates.pdf,13,5. Experiments,Cross-n trend ('converging to zero') and cross-misspecification comparison (kernel vs correctly-specified).
hu2022fast,contaminated,yes,quote,The plot is shown on a log-log scale with linear trend fits. The slope for ETO is −1.02 and for IERM is −0.669.,HuKallusMao2022_FastRates.pdf,5,1.2. A Simple Example,"Section 1.2 / Figure 1: conclusions drawn from regret across training-set size n (convergence-rate slopes). Regret here is raw TM regret, not the relative version."
hu2022fast,contaminated,yes,quote,"The second thing to note is that the slope for ETO is steeper than for IERM, with an apparent rate of convergence of n−1 as compared to n−2/3 .",HuKallusMao2022_FastRates.pdf,5,1.2. A Simple Example,"Rate comparison across n is the paper's central empirical claim. Because the oracle is TM, this cross-regime reading is not confounded by a look-ahead premium; see notes."
hu2022fast,contaminated,no,adjudication,"The paper's cross-regime readings are across sample size n and across hypothesis classes -- same DGP -- and its oracle is the true model, so the premium enters no comparison. Column 2 counts only inferences that the look-ahead premium or a cost-level normalizer can distort.",HuKallusMao2022_FastRates.pdf,,,VG ruling 2026-08-31 (B.11); the reader's 'yes' rows record the comparisons themselves
hu2022fast,formula_stated,yes,equation,"we estimate relative regret, :: E_D E_X[ f*(X)^T ( pi_hat(X) - pi*(X) ) ]  /  E_D E_X[ f*(X)^T pi*(X) ]   -- f*(x) = E[Y|X=x] the true conditional mean, pi*(x) in argmin_{z in Z} f*(x)^T z; the realized Y never enters (the pdftotext '>' is the transpose symbol)",HuKallusMao2022_FastRates.pdf,13,5. Experiments,Written inline as a formula on p13 and again on p47; unnormalized Regret is numbered Eq. (2) on p2.
mandi2022decision,metric_name,percentage regret,quote,"to have lower regret, we consider the percentage regret",Mandi2022_LearningToRank.pdf,7,5.1 Experimental Results,"Continues (next physical lines of the same column, interleaved two-column layout): the fraction (f(v*(ĉ),c) − f(v*(c),c)) / f(v*(c),c), then 'as the evaluation metric.'"
mandi2022decision,metric_name,percentage regret,quote,Table 1. Comparison of regret on three problem sets. We present average percentage regret of 10 runs.,Mandi2022_LearningToRank.pdf,7,5.1 Experimental Results -- Table 1 caption,All Table 1/Table 2/Figure 3 values are percentages.
mandi2022decision,oracle,LA,equation,"Formally, we define regret, without any assumptions on the :: Eq. (3): Regret(ĉ, c) = f(v*(ĉ), c) − f(v*(c), c)",Mandi2022_LearningToRank.pdf,3,3. Problem Statement and Motivation,"v*(c) is the optimum for the realized cost vector c of the instance -> look-ahead oracle. Prose fragment is the sentence introducing Eq. (3): '... structure of f, as'."
mandi2022decision,oracle,LA,quote,"Regret(ĉ, c) = f (v ⋆ (ĉ), c) − f (v ⋆ (c), c).",Mandi2022_LearningToRank.pdf,3,3. Problem Statement and Motivation,"Eq. (3), quoted verbatim as pdftotext renders it."
mandi2022decision,denominator,per_instance,equation,"to have lower regret, we consider the percentage regret :: inline formula, p. 7: (f(v*(ĉ), c) − f(v*(c), c)) / f(v*(c), c)",Mandi2022_LearningToRank.pdf,7,5.1 Experimental Results,"Denominator is f(v*(c), c), the instance's own oracle (true-optimal) objective; the ratio is defined per instance (ĉ, c), then averaged -> per_instance."
mandi2022decision,aggregation,mean_of_ratios,quote,We present average regret on test data of 10 in-,Mandi2022_LearningToRank.pdf,7,5.1 Experimental Results,Continues: 'dependent trials in Table 1.' The averaged quantity is the per-instance percentage regret.
mandi2022decision,aggregation,mean_of_ratios,quote,"In Table 1, we report only the average regret of all the instances over 10 independent trails.",Mandi2022_LearningToRank.pdf,12,Appendix C. Distribution of the regret of the predictions,'average regret of all the instances' with per-instance box-plots in Fig. 5 -> the percentage regret exists per instance and Table 1 is its mean: mean of ratios.
mandi2022decision,aggregation,mean_of_ratios,quote,the distributions of the regret across all the test instances with box-plots for the three problems.,Mandi2022_LearningToRank.pdf,12,Appendix C. Distribution of the regret of the predictions,
mandi2022decision,noise,yes,quote,"is a multiplicative noise that is sampled from U(0.5, 1.5).",Mandi2022_LearningToRank.pdf,6,5 Experiments -- Shortest Path Problems,"Synthetic SPO shortest-path DGP: c_ij = ((1/sqrt(p)) B x_i + 3)^Deg * eps_ij (Eq. (17)) with multiplicative noise eps ~ U(0.5, 1.5); features Gaussian."
mandi2022decision,noise,yes,equation,generate the cost vector as per the following model :: Eq. (17): c_ij = ((1/sqrt(p)) (B x_i) + 3)^Deg * (eps_ij / 1?) -- as typeset: cij = ((1/sqrt p) Bxi + 3)^Deg eps_ji,Mandi2022_LearningToRank.pdf,6,5 Experiments -- Shortest Path Problems,Adopted from Elmachtoub & Grigas (2021) / paulgrigas/SmartPredictThenOptimize.
mandi2022decision,noise,yes,quote,tion and prices. We take the energy price data from Ifrim,Mandi2022_LearningToRank.pdf,6,5 Experiments -- Energy-cost Aware Scheduling,"Caveat on noise=yes: the energy experiments use REAL SEMO price data, and matching uses the real CORA network (p. 7), and both report the same percentage regret -> a literal rubric reading is 'mixed' (real + synthetic). Flagged in notes."
mandi2022decision,noise,yes,quote,"taken from the CORA citation network (Sen et al., 2008).",Mandi2022_LearningToRank.pdf,7,5 Experiments -- Diverse Bipartite Matching,Real-data matching experiment reporting the same metric; supports 'mixed' as the alternative reading.
