sweep_id,venue,year,title,bucket,reason,confidence,frame_id,model_id,prompt_hash,run_date
SW0111,ICLR,2023,INTEGRATING SYMMETRY INTO DIFFERENTIABLE PLANNING WITH STEERABLE CONVOLUTIONS,CANDIDATE,Path planning and manipulation are decision problems; learned components appear in differentiable planning pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0112,ICLR,2023,LEARNING DIFFERENTIABLE SOLVERS FOR SYSTEMS WITH HARD CONSTRAINTS,OUT,PDE solver work; numerical simulation of physical systems with no external decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0113,ICLR,2023,LOGICAL ENTITY REPRESENTATION IN KNOWLEDGE-GRAPHS FOR DIFFERENTIABLE RULE LEARNING,OUT,Knowledge graph completion via representation learning and rule mining; no external optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0114,ICLR,2023,MASKED DISTILLATION WITH RECEPTIVE TOKENS,OUT,Knowledge distillation for model compression; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0115,ICLR,2023,META-LEARNING ADAPTIVE DEEP KERNEL GAUSSIAN PROCESSES FOR MOLECULAR PROPERTY PREDICTION,OUT,Molecular property prediction is forecasting with no downstream decision problem mentioned in abstract.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0116,ICLR,2023,NERN - LEARNING NEURAL REPRESENTATIONS FOR NEURAL NETWORKS,OUT,Neural representation of network weights for model compression; no external decision or optimization problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0117,ICLR,2023,TOWARDS ONE-SHOT NEURAL COMBINATORIAL SOLVERS: THEORETICAL AND EMPIRICAL NOTES ON THE CARDINALITY-CONSTRAINED CASE,CANDIDATE,"Combinatorial optimization problems (portfolio, general CO) are the object; learned neural solvers predict and optimize in same pipeline.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0118,ICLR,2024,A DISCRETIZATION FRAMEWORK FOR ROBUST CONTEXTUAL STOCHASTIC OPTIMIZATION,CANDIDATE,Contextual stochastic optimization with uncertain parameters and downstream optimization task is the object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0119,ICLR,2024,BACKDOOR SECRETS UNVEILED: IDENTIFYING BACKDOOR DATA WITH OPTIMIZED SCALED PREDICTION CONSISTENCY,OUT,"Backdoor detection in ML training is model-training machinery, not an external decision or optimization problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0120,ICLR,2024,BARLERIA: AN EFFICIENT TUNING FRAMEWORK FOR REFERRING IMAGE SEGMENTATION,OUT,Referring image segmentation is a perception task with no downstream optimization or decision problem mentioned.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0121,ICLR,2024,DIFFUSION MODELS FOR MULTI-MODAL GENERATIVE MODELING,OUT,Multi-modal generative modeling with no downstream decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0122,ICLR,2024,DUAL-ENCODERS FOR EXTREME MULTI-LABEL CLASSIFICATION,OUT,Extreme multi-label classification is a retrieval/ranking task with no downstream optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0123,ICLR,2024,GOODHART'S LAW IN REINFORCEMENT LEARNING,OUT,"Focus is on reward function design and training dynamics in RL, not on solving an external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0124,ICLR,2024,GRADUAL OPTIMIZATION LEARNING FOR CONFORMATIONAL ENERGY MINIMIZATION,OUT,"Energy minimization is model training machinery (finding molecular conformations), not an external decision problem with learned predictions.",medium,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0125,ICLR,2024,INNER CLASSIFIER-FREE GUIDANCE AND ITS TAYLOR EXPANSION FOR DIFFUSION MODELS,OUT,Generative modeling work on diffusion models; no downstream decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0126,ICLR,2024,INTERPRETABLE SPARSE SYSTEM IDENTIFICATION: BEYOND RECENT DEEP LEARNING TECHNIQUES ON TIME-SERIES PREDICTION,OUT,Pure time series forecasting with no downstream decision or optimization problem as the object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0127,ICLR,2024,"LARGE CONTENT AND BEHAVIOR MODELS TO UNDERSTAND, SIMULATE, AND OPTIMIZE CONTENT AND BEHAVIOR",OUT,Generative modeling and prediction of user behavior; no optimization or decision problem as the object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0128,ICLR,2024,LEARNING WITH A MOLE: TRANSFERABLE LATENT SPATIAL REPRESENTATIONS FOR NAVIGATION WITHOUT RECONSTRUCTION,OUT,"Navigation is the decision problem, but work focuses on learned representation for the agent itself, not prediction-then-optimization pipeline.",medium,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0129,ICLR,2024,LEVERAGING AUGMENTED-LAGRANGIAN TECHNIQUES FOR DIFFERENTIATING OVER INFEASIBLE QUADRATIC PROGRAMS IN MACHINE LEARNING,CANDIDATE,"QP layers embed optimization problems in neural networks; applications mentioned include learning, control, and robotics decision problems.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0130,ICLR,2024,LIGHT-MILPOPT: SOLVING LARGE-SCALE MIXED INTEGER LINEAR PROGRAMS WITH LIGHTWEIGHT OPTIMIZER AND SMALL-SCALE TRAINING DATASET,OUT,"The optimization (MILP solving) is the method itself, not an external decision problem being solved.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0131,ICLR,2024,"LION SECRETLY SOLVES CONSTRAINED OPTIMIZATION, AS LYAPUNOV PREDICTS",OUT,"Lion is an optimizer for training neural networks; only optimization is model-training machinery, no external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0132,ICLR,2024,PREDICTING EMERGENT ABILITIES WITH INFINITE RESOLUTION EVALUATION,OUT,Focuses on scaling laws and evaluation of language models; no external optimization or decision problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0133,ICLR,2024,R-EDL: RELAXING NONESSENTIAL SETTINGS OF EVIDENTIAL DEEP LEARNING,OUT,Uncertainty estimation method for neural network predictions; no external optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0134,ICLR,2024,SCALING PHYSICS-INFORMED HARD CONSTRAINTS WITH MIXTURE-OF-EXPERTS,OUT,Neural PDE solver for physical dynamics simulation; no external decision or optimization problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0135,ICLR,2024,SOCIAL-TRANSMOTION: PROMPTABLE HUMAN TRAJECTORY PREDICTION,OUT,Trajectory prediction/forecasting with no downstream decision or optimization problem mentioned as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0136,ICLR,2025,A DEEP GENERATIVE LEARNING APPROACH FOR TWO-STAGE ADAPTIVE ROBUST OPTIMIZATION,CANDIDATE,"Two-stage robust optimization is a decision problem (production-distribution, power system expansion) with learned adversarial scenario generation.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0137,ICLR,2025,ADA-K ROUTING: BOOSTING THE EFFICIENCY OF MOE-BASED LLMS,OUT,Only optimization is expert routing within model architecture; no external decision or optimization problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0138,ICLR,2025,ANTI-EXPOSURE BIAS IN DIFFUSION MODELS,OUT,Generative modeling work focused on improving diffusion model sampling; no downstream decision or optimization problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0139,ICLR,2025,APPROXIMATION ALGORITHMS FOR COMBINATORIAL OPTIMIZATION WITH PREDICTIONS,CANDIDATE,"Multiple combinatorial optimization problems (Vertex Cover, Steiner Tree, Matching, Knapsack) are the object; predictions improve approximation guarantees.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0140,ICLR,2025,CLIQUE NUMBER ESTIMATION VIA DIFFERENTIABLE FUNCTIONS OF ADJACENCY MATRIX PERMUTATIONS,CANDIDATE,Maximum clique problem is a combinatorial optimization problem and the object of the work; learned differentiable model in pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0141,ICLR,2025,DATA MIXING LAWS: OPTIMIZING DATA MIXTURES BY PREDICTING LANGUAGE MODELING PERFORMANCE,OUT,Only optimization is hyperparameter tuning for model training; no external decision or optimization problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0142,ICLR,2025,DEBORA: EFFICIENT BILEVEL OPTIMIZATION-BASED LOW-RANK ADAPTATION,OUT,"Paper focuses on model training machinery (parameter-efficient finetuning, rank selection) with no external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0143,ICLR,2025,DIFFERENTIABLE CAUSAL DISCOVERY FOR LATENT HIERARCHICAL CAUSAL MODELS,OUT,Causal discovery and structure learning with no downstream decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0144,ICLR,2025,DIFFERENTIABLE OPTIMIZATION OF SIMILARITY SCORES BETWEEN MODELS AND BRAINS,OUT,No optimization or decision problem as object; work analyzes similarity measures between neural systems via differentiation.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0145,ICLR,2025,DISTILLHGNN: A KNOWLEDGE DISTILLATION APPROACH FOR HIGH-SPEED HYPERGRAPH NEURAL NETWORKS,OUT,Knowledge distillation and model compression for neural networks; no external optimization or decision problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0146,ICLR,2025,DPAI: DIFFERENTIABLE PRUNING AT INITIALIZATION WITH NODE-PATH BALANCE PRINCIPLE,OUT,"Pruning at initialization is model-training machinery, not an external decision or optimization problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0147,ICLR,2025,EFFICIENT EVOLUTIONARY SEARCH OVER CHEMICAL SPACE WITH LARGE LANGUAGE MODELS,CANDIDATE,Molecular discovery formulated as optimization problem with property optimization and drug design as decision objectives.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0148,ICLR,2025,ENHANCING END-TO-END AUTONOMOUS DRIVING WITH LATENT WORLD MODEL,CANDIDATE,Autonomous driving trajectory planning is a decision problem; learned features and prediction are in the pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0149,ICLR,2025,GREATER: GRADIENTS OVER REASONING MAKES SMALLER LANGUAGE MODELS STRONG PROMPT OPTIMIZERS,OUT,Prompt optimization is model-training machinery; no external decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0150,ICLR,2025,KINPFN: BAYESIAN APPROXIMATION OF RNA FOLDING KINETICS USING PRIOR-DATA FITTED NETWORKS,OUT,Forecasting RNA folding times with no downstream decision or optimization problem as the object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0151,ICLR,2025,LEARNING FROM WEAK LABELERS AS CONSTRAINTS,OUT,"Weak supervision for training classifiers; optimization is only for model training, no external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0152,ICLR,2025,MITIGATING INFORMATION LOSS IN TREE-BASED REINFORCEMENT LEARNING VIA DIRECT OPTIMIZATION,OUT,Only optimization is training the RL policy itself; no external decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0153,ICLR,2025,PRDP: PROGRESSIVELY REFINED DIFFERENTIABLE PHYSICS,OUT,"Numerical simulation of physical systems (PDEs, Navier-Stokes); optimization is only for training neural emulators.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0154,ICLR,2025,SHAPLEY-GUIDED UTILITY LEARNING FOR EFFECTIVE GRAPH INFERENCE DATA VALUATION,OUT,Data valuation for GNN training; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0155,ICLR,2025,TOWARDS ROBUST MULTIMODAL OPEN-SET TEST-TIME ADAPTATION VIA ADAPTIVE ENTROPY-AWARE OPTIMIZATION,OUT,Test-time adaptation is model-training machinery; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0156,ICLR,2025,UNDERSTANDING OPTIMIZATION IN DEEP LEARNING WITH CENTRAL FLOWS,OUT,Paper analyzes training dynamics and optimizer behavior; no external decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0157,ICLR,2025,WARDROPNET: TRAFFIC FLOW PREDICTIONS VIA EQUILIBRIUM-AUGMENTED LEARNING,CANDIDATE,Traffic flow optimization is the decision problem; neural network predicts equilibrium problem parameters in same pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0158,ICML,2023,CO-BED: Information-Theoretic Contextual Optimization via Bayesian Experimental Design,CANDIDATE,Contextual optimization with discrete actions is the object; learned/predictive component in experimental design pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0159,ICML,2023,Conditional Tree Matching for Inference-Time Adaptation of Tree Prediction Models,OUT,"Tree matching is used for model adaptation/transfer learning, not as an external decision problem to be solved.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0160,ICML,2023,Deep Perturbation Learning: Enhancing the Network Performance via Image Perturbations,OUT,Image perturbation learning to improve model training; no external decision or optimization problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0161,ICML,2023,End-to-End Full-Atom Antibody Design,OUT,Generative molecular design with no downstream optimization or decision problem as the object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0162,ICML,2023,End-to-End Learning for Stochastic Optimization: A Bayesian Perspective,CANDIDATE,Newsvendor and economic dispatch are optimization problems; learned decision maps predict solutions from context.,high,SF0242,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0163,ICML,2023,Explainable Data-Driven Optimization: From Context to Decision and Back Again,CANDIDATE,Inventory management and routing are decision problems; machine learning predicts uncertain parameters in the pipeline.,high,SF0101,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0164,ICML,2023,Learning Neural PDE Solvers with Parameter-Guided Channel Attention,OUT,Numerical simulation of physical systems governed by PDEs; no external decision or optimization problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0165,ICML,2023,Maximum Optimality Margin: A Unified Approach for Contextual Linear Programming and Inverse Linear Programming,CANDIDATE,Linear programming is the decision problem object; learned predictions feed into it as coefficients.,high,SF0265,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0166,ICML,2023,Meta Optimal Transport,OUT,"Optimal transport is used as a computational tool, not as a decision problem being solved from predictions.",medium,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0167,ICML,2023,Neural Diffusion Processes,OUT,"Meta-learning distributions over functions; applications are regression and model training tasks, no external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0168,ICML,2023,QAS-Bench: Rethinking Quantum Architecture Search and A Benchmark,OUT,"Quantum circuit design is model architecture search, not an external decision problem with learned predictions.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0169,ICML,2023,QuantumDARTS: Differentiable Quantum Architecture Search for Variational Quantum Algorithms,OUT,"Neural architecture search for quantum circuits; optimization is model-training machinery, not an external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0170,ICML,2023,Self-Attention Amortized Distributional Projection Optimization for Sliced Wasserstein Point-Cloud Reconstruction,OUT,Point-cloud reconstruction is a representation learning task; no downstream decision or optimization problem as the object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0171,ICML,2023,spred: Solving L1 Penalty with SGD,OUT,"L1 penalty work for neural network training/compression; optimization is model-training machinery, not external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0172,ICML,2023,Surface Snapping Optimization Layer for Single Image Object Shape Reconstruction,OUT,3D shape reconstruction from images is a computer vision task with no downstream decision or optimization problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0173,ICML,2023,Training-Free Neural Active Learning with Initialization-Robustness Guarantees,OUT,Active learning for model training; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0174,ICML,2023,Understanding Self-Predictive Learning for Reinforcement Learning,OUT,Representation learning for RL with no external decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0175,ICML,2024,Accelerating Legacy Numerical Solvers by Non-intrusive Gradient-based Meta-solving,OUT,"Hyperparameter selection for numerical solvers is model-training machinery, not an external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0176,ICML,2024,AdsorbDiff: Adsorbate Placement via Conditional Denoising Diffusion,CANDIDATE,Adsorbate placement is a combinatorial optimization problem (finding optimal configuration); learned diffusion model predicts placements.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0177,ICML,2024,Aligned Objective for Soft-Pseudo-Label Generation in Supervised Learning,OUT,Only optimization is training machinery for the model itself; no external decision or optimization problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0178,ICML,2024,CF-OPT: Counterfactual Explanations for Structured Prediction,CANDIDATE,Optimization layers in neural networks for structured learning; decision problems are the object of study.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0179,ICML,2024,Differentiable Combinatorial Scheduling at Scale,CANDIDATE,Scheduling is a combinatorial decision problem and the object of the work; differentiable framework enables gradient-based optimization.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0180,ICML,2024,Differentiable Distributionally Robust Optimization Layers,CANDIDATE,"Decision-focused learning with DRO problems as layers; optimization is the object, learned components in pipeline.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0181,ICML,2024,GenCO: Generating Diverse Designs with Combinatorial Constraints,CANDIDATE,"Generative model with combinatorial constraints (path planning, level generation) using differentiable solvers as object of work.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0182,ICML,2024,InfoNet: Neural Estimation of Mutual Information without Test-Time Optimization,OUT,Mutual information estimation tool with no downstream optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0183,ICML,2024,Learning Decision Trees and Forests with Algorithmic Recourse,OUT,"Algorithmic recourse is about explaining/modifying model predictions, not solving an external optimization or decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0184,ICML,2024,LPGD: A General Framework for Backpropagation through Embedded Optimization Layers,CANDIDATE,Embedding optimization problems as layers in ML architectures; method for backpropagation through these layers.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0185,ICML,2024,MS-TIP: Imputation Aware Pedestrian Trajectory Prediction,OUT,Trajectory forecasting with no downstream decision or optimization problem; purely predictive modeling task.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0186,ICML,2024,Nonsmooth Implicit Differentiation: Deterministic and Stochastic Convergence Rates,OUT,"Applications are hyperparameter optimization, meta-learning, and data poisoning—all model-training machinery, no external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0187,ICML,2024,On the Maximal Local Disparity of Fairness-Aware Classifiers,OUT,Fairness metric development and fair model training; no external optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0188,ICML,2024,Position: A Call to Action for a Human-Centered AutoML Paradigm,OUT,AutoML is model-training machinery; no external optimization or decision problem as the object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0189,ICML,2024,Prospective Side Information for Latent MDPs,OUT,Reinforcement learning algorithm design with no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0190,ICML,2024,Risk-Sensitive Policy Optimization via Predictive CVaR Policy Gradient,OUT,"Policy optimization with CVaR objective is model-training machinery, not an external decision problem being solved.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0191,ICML,2024,Robust Data-driven Prescriptiveness Optimization,CANDIDATE,Contextual shortest path is a decision problem; policies learned from side information to make anticipative decisions.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0192,ICML,2024,Robust Multi-Task Learning with Excess Risks,OUT,Multi-task learning framework with no external optimization or decision problem; focuses on model training methodology.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0193,ICML,2024,Self-Supervised Interpretable End-to-End Learning via Latent Functional Modularity,CANDIDATE,Visual autonomous navigation is a control/planning problem; learned model performs decision-making for sensorimotor control.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0194,ICML,2024,Structure-Aware E(3)-Invariant Molecular Conformer Aggregation Networks,OUT,Molecular property prediction using graph and conformer representations; no downstream optimization or decision problem identified.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0195,ICML,2024,"Tackling Prevalent Conditions in Unsupervised Combinatorial Optimization: Cardinality, Minimum, Covering, and More",CANDIDATE,Combinatorial optimization problems are the object; learned/differentiable components are in the pipeline for solving them.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0196,ICML,2024,Two-timescale Derivative Free Optimization for Performative Prediction with Markovian Data,OUT,"Performative prediction is about model training dynamics and distribution shift, not an external optimization/decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0197,ICML,2025,A Variational Perspective on Generative Protein Fitness Optimization,OUT,Generative modeling for protein design; no downstream decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0198,ICML,2025,An Empirical Study on Configuring In-Context Learning Demonstrations for Unleashing MLLMs’ Sentimental Perception Capability,OUT,Multimodal sentiment analysis with no downstream optimization or decision problem; focuses on model prompting strategies.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0199,ICML,2025,Contextual Optimization Under Model Misspecification: A Tractable and Generalizable Approach,CANDIDATE,Contextual optimization with learned predictive models informing optimal actions is the core object of study.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0200,ICML,2025,Deep Sturm–Liouville: From Sample-Based to 1D Regularization with Learnable Orthogonal Basis Functions,OUT,Novel neural network architecture for function approximation; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0201,ICML,2025,Differentiable Quadratic Optimization For The Maximum Independent Set Problem,CANDIDATE,Maximum Independent Set is a combinatorial optimization problem and the object of the work; differentiable optimization approach is used.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0202,ICML,2025,Differentiable Solver Search for Fast Diffusion Sampling,OUT,Focuses on improving sampling efficiency of generative diffusion models; no external decision or optimization problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0203,ICML,2025,Instruction-Following Pruning for Large Language Models,OUT,Model compression/pruning machinery; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0204,ICML,2025,Latent Score-Based Reweighting for Robust Classification on Imbalanced Tabular Data,OUT,Classification model training with reweighting; no downstream optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0205,ICML,2025,Mechanistic PDE Networks for Discovery of Governing Equations,OUT,PDE discovery and numerical simulation of physical systems; no external decision or optimization problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0206,ICML,2025,Minimalist Concept Erasure in Generative Models,OUT,Generative model safety work with no downstream decision or optimization problem as object of study.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0207,ICML,2025,Multivariate Conformal Selection,OUT,Statistical selection method with FDR control; no optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0208,ICML,2025,Preference learning made easy: Everything should be understood through win rate,OUT,Preference learning for generative model alignment; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0209,ICML,2025,Prune ’n Predict: Optimizing LLM Decision-making with Conformal Prediction,OUT,Focus is on improving LLM inference accuracy and uncertainty quantification; no external optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0210,ICML,2025,Schwarz–Schur Involution: Lightspeed Differentiable Sparse Linear Solvers,OUT,PDE solver machinery with no external decision or optimization problem as the object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0211,ICML,2025,Self-Bootstrapping for Versatile Test-Time Adaptation,OUT,Test-time adaptation is model training machinery; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0212,ICML,2025,Tightening Causal Bounds via Covariate-Aware Optimal Transport,OUT,Causal inference methodology for tightening bounds on treatment effects; no downstream optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0213,ICML,2025,Towards Universal Offline Black-Box Optimization via Learning Language Model Embeddings,CANDIDATE,Black-box optimization is the decision problem object; learned language model embeddings provide the predictive component.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0214,IJCAI,2023,Backpropagation of Unrolled Solvers with Folded Optimization,CANDIDATE,Optimization problems embedded as components in deep networks; backpropagation through constrained optimization is the core focus.,high,SF0160,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0215,IJCAI,2023,Learning Survival Distribution with Implicit Survival Function,OUT,"Survival analysis is statistical modeling of event occurrence, not an optimization or decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0216,IJCAI,2023,Multi-Task Learning via Time-Aware Neural ODE,OUT,Multi-task learning framework with no external optimization or decision problem; only model training machinery.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0217,IJCAI,2023,Optimization-driven Demand Prediction Framework for Suburban Dynamic Demand-Responsive Transport Systems,CANDIDATE,Dial-a-Ride routing problem with ML demand forecasting integrated into optimization scheme for better planning.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0218,IJCAI,2024,Optimization Under Epistemic Uncertainty Using Prediction,CANDIDATE,Decision-focused learning with context-based predictions for optimization problem parameters; clear predict-then-optimize setting.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0219,IJCAI,2024,Robust Losses for Decision-Focused Learning,CANDIDATE,Decision-focused learning with optimization problems containing uncertain predicted parameters; regret minimization is the core focus.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
