frame_id,canonical_id,final_bucket,machine_bucket,ruled_by,reviewed,adjudicated,reason,agreement,title,year,model_id,prompt_hash,run_date
SF0103,SF0103,CANDIDATE,CANDIDATE,machine,no,,"Proposes a closed-loop prediction and optimization approach for demand forecasting and reserve decisions, directly addressing predict-then-optimize methodology in energy applications.",3/3,Application-driven learning: A closed-loop prediction and optimization approach applied to dynamic reserves and demand forecasting,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0104,SF0104,BACKGROUND,BORDERLINE,VG,yes,yes,does not involve contexts,3/3,Portfolio Selection with Parameter and Model Uncertainty: A Multi-Prior Approach,2006,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0105,SF0105,BACKGROUND,BACKGROUND,VG,yes,,"NLP paper on learning dense representations for entity retrieval, a natural language processing task with no decision or optimization problem involved.",3/3,Learning dense representations for entity retrieval,2019,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0106,SF0106,BACKGROUND,BACKGROUND,VG,yes,,"A survey chapter on SAT solvers, which are classical combinatorial algorithms with no learned or predicted inputs; general optimization machinery (e).",3/3,Satisfiability solvers,2008,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0107,SF0107,BACKGROUND,BACKGROUND,machine,yes,,"Foundational work on adversarial examples in neural networks, a general machine learning robustness technique with no decision problem as its object.",3/3,Explaining and harnessing adversarial examples,2015,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0108,SF0108,BACKGROUND,BACKGROUND,machine,yes,,"A general machine-learning paper on criteria for training generative models, with no decision or optimization problem as its object.",3/3,On distinguishability criteria for estimating generative models,2015,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0109,SF0109,CANDIDATE,CANDIDATE,machine,no,,"Develops methods for differentiating through argmin/argmax problems, which is core machinery for decision-focused learning and end-to-end optimization with learned inputs.",3/3,On differentiating parameterized argmin and argmax problems with application to bilevel optimization,2016,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0110,SF0110,BACKGROUND,BACKGROUND,machine,yes,,"A 1990 survey on multi-stage production-inventory systems, classical operations research with no learned predictions or contextual optimization methods.",3/3,Multi-stage production-inventory systems,1990,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0111,SF0111,BACKGROUND,BACKGROUND,machine,yes,,"CVX/graph implementation framework for disciplined convex programming - general-purpose optimization modeling software infrastructure, category (d).",3/3,Graph implementations for nonsmooth convex programs,2008,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0112,SF0112,CANDIDATE,CANDIDATE,machine,no,,"Meta-learning paper by Amos et al. involving differentiable optimization layers and inner-loop optimization, which is machinery used in decision-focused learning contexts.",3/3,Generalized inner loop meta-learning,2019,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0113,SF0113,CANDIDATE,CANDIDATE,machine,no,,"Integrated conditional estimation-optimization is a predict-then-optimize method that jointly learns predictions and decisions from contextual information, core to the audit area.",3/3,Integrated conditional estimation-optimization,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0114,SF0114,BACKGROUND,BORDERLINE,VG,yes,yes,"Model-based reinforcement learning with value equivalence; decision-aware learning of dynamics models, related to but distinct from contextual optimization.",3/3,The value equivalence principle for model-based reinforcement learning,2020,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0115,SF0115,CANDIDATE,CANDIDATE,machine,no,,"A predict+optimize method for non-convex problems, directly addressing decision-focused learning with learned predictions.",3/3,A divide and conquer algorithm for predict+optimize with non-convex problems,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0116,SF0116,BACKGROUND,BORDERLINE,VG,yes,yes,no contextual info,3/3,"Small-data, large-scale linear optimization with uncertain objectives",2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0117,SF0117,CANDIDATE,CANDIDATE,machine,no,,"Paper addresses policy performance evaluation in data-driven optimization settings, relevant to prescriptive analytics and contextual decision-making under uncertainty.",3/3,"Debiasing in-sample policy performance for small-data, large-scale optimization",2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0118,SF0118,BACKGROUND,BACKGROUND,machine,yes,,"Gurobi optimizer reference manual is solver documentation for a general-purpose mathematical programming solver, category (d).",3/3,Gurobi optimizer reference manual,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0119,SF0119,BACKGROUND,BACKGROUND,machine,yes,,"Noise-contrastive estimation is a general statistical estimation technique for unnormalized models, with no decision problem involved (category b/c).",3/3,Noise-contrastive estimation: A new estimation principle for unnormalized statistical models,2010,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0120,SF0120,BACKGROUND,BACKGROUND,machine,yes,,"A map editor tool for a video game, general-purpose software unrelated to contextual optimization or decision-focused learning. Category (d).",3/3,Warcraft ii open-source map editor,2017,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0121,SF0121,BACKGROUND,BACKGROUND,machine,yes,,Classical optimization theory paper on implicit functions without continuous differentiability; foundational mathematical analysis with no learning or prediction component (category e).,3/3,Implicit functions and optimization problems without continuous differentiability of the data,1974,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0122,SF0122,CANDIDATE,CANDIDATE,machine,no,,"Proposes nonparametric density estimation for stochastic optimization conditioned on observable state variables (covariates), directly addressing contextual/data-driven stochastic optimization.",3/3,Nonparametric density estimation for stochastic optimization with an observable state variable,2010,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0123,SF0123,BACKGROUND,BACKGROUND,machine,yes,,"ResNet is a foundational deep learning architecture for image recognition, a general neural network technique with no decision problem as its object (b).",3/3,Deep residual learning for image recognition,2016,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0124,SF0124,BACKGROUND,BORDERLINE,VG,yes,yes,"Fixed point networks for predicting equilibria could involve decision problems or optimization layers, but the title alone does not clarify if predictions feed into downstream decisions.",3/3,Learn to predict equilibria via fixed point networks,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0125,SF0125,BACKGROUND,BACKGROUND,machine,yes,,"Knowledge distillation is a general neural network training technique for model compression, with no decision or optimization problem as its object. Category (b).",3/3,Distilling the knowledge in a neural network,2015,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0126,SF0126,CANDIDATE,CANDIDATE,machine,no,,"Directly analyzes risk guarantees for end-to-end prediction and optimization, a core theoretical contribution to the predict-then-optimize literature.",3/3,Risk guarantees for end-to-end prediction and optimization processes,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0127,SF0127,BACKGROUND,BACKGROUND,machine,yes,,"A general survey of kernel methods for statistical learning and estimation, with no downstream decision problem as its object (category c).",3/3,Kernel methods in machine learning,2008,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0128,SF0128,BACKGROUND,BORDERLINE,VG,yes,yes,Robust two-stage optimization for microgrid energy management; unclear if predictions from covariates drive decisions or if it is sample-based robust optimization without side information.,3/3,Toward optimal energy management of microgrids via robust two-stage optimization,2016,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0129,SF0129,CANDIDATE,CANDIDATE,machine,no,,"Proposes Branch & Learn method for predict+optimize problems, directly addressing decision-focused learning with recursive/iterative solvers.",3/3,Branch & learn for recursively and iteratively solvable problems in predict+optimize,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0130,SF0130,CANDIDATE,CANDIDATE,machine,no,,"This paper studies contextual linear optimization with theoretical convergence rates, directly addressing decision-making from predictions/covariates, which is core to the audit's scope.",3/3,Fast rates for contextual linear optimization,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0131,SF0131,CANDIDATE,CANDIDATE,machine,no,,"Proposes Branch & Learn method for predict-then-optimize with unknown constraint parameters, directly addressing decision-focused learning with predictions.",3/3,Branch & learn with post-hoc correction for predict+optimize with unknown parameters in constraints,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0132,SF0132,CANDIDATE,CANDIDATE,machine,no,,"Proposes a predict-then-optimize method for linear programs with unknown constraint parameters, directly in the core area of contextual optimization.",3/3,Predict+optimize for packing and covering lps with unknown parameters in constraints,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0133,SF0133,CANDIDATE,CANDIDATE,machine,no,,A predict-then-optimize method for MILPs with uncertain constraint parameters; directly in the core area of contextual optimization.,3/3,Two-stage predict+optimize for milps with unknown parameters in constraints,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0134,SF0134,BACKGROUND,BACKGROUND,machine,yes,,"A deep learning method for semantic matching in web search using clickthrough data; no optimization decision problem, purely information retrieval/NLP (f).",3/3,Learning deep structured semantic models for web search using clickthrough data,2013,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0135,SF0135,CANDIDATE,CANDIDATE,machine,no,,"A data-driven newsvendor paper that integrates prediction and inventory decisions from features/data, directly in the contextual optimization area.",3/3,A data-driven newsvendor problem: From data to decision,2019,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0136,SF0136,CANDIDATE,CANDIDATE,machine,no,,"Studies energy-price forecasting properties specifically for scheduling decisions, directly connecting prediction quality to downstream optimization in a contextual decision-making application.",3/3,Properties of energy-price forecasts for scheduling,2012,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0137,SF0137,BACKGROUND,BACKGROUND,machine,yes,,"A textbook on linear programming, a general optimization field, with no learned or predicted components. Category (a).",3/3,Linear programming,1994,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0138,SF0138,CANDIDATE,CANDIDATE,machine,no,,"Proposes unbiased objective estimation for predictive optimization, directly addressing decision-focused learning where predictions inform downstream optimization problems.",3/3,Unbiased objective estimation in predictive optimization,2018,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0139,SF0139,CANDIDATE,BORDERLINE,VG,yes,yes,Data-driven optimization with bias correction; unclear if it involves covariates/side information or is sample-based DRO without contextual features.,3/3,Optimizer’s information criterion: Dissecting and correcting bias in data-driven optimization,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0140,SF0140,CANDIDATE,CANDIDATE,machine,no,,"Proposes an exact symbolic reduction method for Smart Predict+Optimize, a core predict-then-optimize framework, directly within the audit's scope.",3/3,An exact symbolic reduction of linear smart predict+optimize to mixed integer linear programming,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0141,SF0141,BACKGROUND,BACKGROUND,machine,yes,,Foundational work on learning to rank from implicit feedback for search engines; a machine learning method for ranking without a downstream optimization/decision problem in the contextual optimization sense.,3/3,Optimizing search engines using clickthrough data,2002,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0142,SF0142,CANDIDATE,CANDIDATE,machine,no,,Proposes a robustness framework for decision-focused learning modeled as a Stackelberg game; directly addresses predict-then-optimize methodology.,3/3,Modeling robustness in decision-focused learning as a stackelberg game,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0143,SF0143,BACKGROUND,BACKGROUND,machine,yes,,Medical image segmentation using graph matching for C. elegans annotation; computer vision application with no decision-from-prediction problem in the contextual optimization sense.,3/3,Active graph matching for automatic joint segmentation and annotation of c,2014,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0144,SF0144,CANDIDATE,CANDIDATE,machine,no,,"Proposes a method for data-driven stochastic optimization with covariates, directly addressing contextual optimization by learning decision rules from features.",3/3,Stochastic optimization forests,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0145,SF0145,BACKGROUND,BACKGROUND,machine,yes,,"Legal scholarship analyzing the 'right to explanation' in law and policy, an unrelated field with no optimization or decision-making methodology.",3/3,"The right to explanation, explained",2019,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0146,SF0146,CANDIDATE,CANDIDATE,machine,no,,"Distributionally robust optimization with covariate information is contextual/conditional stochastic optimization, directly in scope for predict-then-optimize and prescriptive analytics.",3/3,Residuals-based distributionally robust optimization with covariate information,2020,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0147,SF0147,CANDIDATE,CANDIDATE,machine,no,,"Proposes a contextual stochastic optimization method that accounts for heteroscedasticity in residuals, directly addressing decision-making with covariate-dependent uncertainty—core to the audit area.",3/3,Heteroscedasticity-aware residualsbased contextual stochastic optimization,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0148,SF0148,CANDIDATE,CANDIDATE,machine,no,,"Data-driven sample average approximation with covariate information is contextual stochastic optimization, directly in scope for predict-then-optimize and prescriptive analytics.",3/3,Data-driven sample average approximation with covariate information,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0149,SF0149,BACKGROUND,BACKGROUND,machine,yes,,Foundational mathematical paper introducing the Kantorovich-Rubinstein metric (Wasserstein distance); pure mathematical analysis with no decision or learning context.,3/3,On a space of totally additive functions,1958,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0150,SF0150,CANDIDATE,CANDIDATE,machine,no,,A contextual newsvendor method using tree-based approaches to solve data-driven problems with side information; directly in the contextual optimization area.,3/3,Interpretable contextual newsvendor models: A tree-based method to solving data-driven newsvendor problems (pp,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0151,SF0151,CANDIDATE,BORDERLINE,VG,yes,yes,"Vehicle routing with real-time traffic information suggests decisions under uncertainty with updated predictions, but whether it involves learned predictions or contextual optimization is unclear from the title.",3/3,Optimal vehicle routing with real-time traffic information,2005,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0152,SF0152,BACKGROUND,BACKGROUND,machine,yes,,Variational autoencoders are a general generative modeling and representation learning technique with no decision problem as its object (b).,3/3,Auto-encoding variational bayes,2014,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0153,SF0153,BACKGROUND,BACKGROUND,machine,yes,,Adam is a general-purpose neural network optimizer for training; no decision problem is its object (b).,3/3,Adam: A method for stochastic optimization,2015,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0154,SF0154,CANDIDATE,CANDIDATE,machine,no,,"Explores adversarial attacks on data-based decision making, directly relevant to understanding robustness of data-driven optimization methods.",3/3,An exploration of poisoning attacks on data-based decision making,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0155,SF0155,BACKGROUND,BACKGROUND,machine,yes,,"A textbook on probabilistic graphical models, a general statistical and machine learning framework with no specific focus on decision problems or contextual optimization.",3/3,Probabilistic graphical models: principles and techniques,2009,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0156,SF0156,CANDIDATE,CANDIDATE,machine,no,,"Proposes an end-to-end stochastic optimization method using energy-based models, directly addressing predict-then-optimize with uncertainty.",3/3,End-to-end stochastic optimization with energy-based model,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0157,SF0157,CANDIDATE,CANDIDATE,machine,no,,"Title explicitly describes end-to-end learning for prediction and optimization, a core predict-then-optimize method using gradient boosting.",3/3,End-to-end learning for prediction and optimization with gradient boosting,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0158,SF0158,CANDIDATE,CANDIDATE,machine,no,,"A survey of end-to-end constrained optimization learning, which is a core topic of the audit area covering decision-focused and predict-then-optimize methods.",3/3,End-to-end constrained optimization learning: A survey,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0159,SF0159,CANDIDATE,CANDIDATE,machine,no,,"End-to-end learning for ranking with fairness constraints is a decision-focused learning application, integrating prediction with constrained optimization.",3/3,End-to-end learning for fair ranking systems,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0160,SF0160,CANDIDATE,CANDIDATE,machine,no,,"Proposes folded optimization for backpropagating through solvers in end-to-end model-based learning, directly addressing predict-then-optimize training machinery.",3/3,Backpropagation of unrolled solvers with folded optimization,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0161,SF0160,CANDIDATE,CANDIDATE,machine,no,,"Proposes folded optimization for backpropagating through solvers in end-to-end model-based learning, directly addressing predict-then-optimize training machinery.",3/3,Folded optimization for end-to-end model-based learning,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0162,SF0162,CANDIDATE,CANDIDATE,machine,no,,A predict-then-optimize method learning joint prediction-optimization models; directly in the core area of decision-focused learning.,3/3,Predictthen-optimize by proxy: Learning joint models of prediction and optimization,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0163,SF0163,BACKGROUND,BACKGROUND,machine,yes,,"Foundational information theory paper introducing KL divergence, a general statistical measure with no decision problem or optimization context (c).",3/3,On information and sufficiency,1951,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0164,SF0164,BACKGROUND,BACKGROUND,machine,yes,,"A mixed-integer nonlinear programming formulation for electrical network approximation; classical optimization modeling with no learning, prediction, or contextual decision-making component. Category (e).",3/3,Approximating electrical distribution networks via mixed-integer nonlinear programming,2011,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0165,SF0165,BACKGROUND,BACKGROUND,machine,yes,,"A theoretical paper on causal transport plans in stochastic analysis, concerning mathematical foundations of optimal transport without any decision-making or prediction context.",3/3,Causal transport plans and their Monge–Kantorovich problems,2018,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0166,SF0166,CANDIDATE,CANDIDATE,machine,no,,"Directly addresses task-aware loss and decision-regret in prediction, which is core predict-then-optimize methodology for training predictors with downstream decisions.",3/3,A note on task-aware loss via reweighing prediction loss by decision-regret,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0167,SF0167,BACKGROUND,BORDERLINE,VG,yes,yes,"Distributionally robust optimization methods from data, but unclear if covariates/side information are involved; requires full-text review to determine contextual optimization relevance.",3/3,Large-scale methods for distributionally robust optimization,2020,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0168,SF0168,CANDIDATE,CANDIDATE,machine,no,,Data-driven newsvendor with regularization is a contextual/prescriptive optimization problem where inventory decisions depend on data; core application area.,3/3,Data-driven newsvendor problems regularized by a profit risk constraint,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0169,SF0169,BACKGROUND,BACKGROUND,machine,yes,,"A monograph on uncertain programming as a general optimization framework under uncertainty, not specific to contextual or predict-then-optimize methods.",3/3,"Theory and practice of uncertain programming, Vol",2009,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0170,SF0170,CANDIDATE,CANDIDATE,machine,no,,"Applies travel-time prediction to order assignment decisions for last-mile delivery, integrating prediction with operational optimization—a contextual optimization application.",3/3,On-time last-mile delivery: Order assignment with travel-time predictors,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0171,SF0171,CANDIDATE,CANDIDATE,machine,no,,"Analyzes risk bounds and calibration for the Smart Predict-then-Optimize (SPO) method, directly studying theoretical properties of a core predict-then-optimize approach.",3/3,Risk bounds and calibration for a smart predict-then-optimize method,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0172,SF0171,CANDIDATE,CANDIDATE,machine,no,,"Analyzes risk bounds and calibration for the Smart Predict-then-Optimize (SPO) method, directly studying theoretical properties of a core predict-then-optimize approach.",3/3,Risk bounds and calibration for a smart predict-thenoptimize method,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0173,SF0173,CANDIDATE,CANDIDATE,machine,no,,"Stochastic programming with coupled learning and endogenous uncertainty involves decisions informed by learned/predicted quantities, fitting contextual optimization themes.",3/3,Coupled learning enabled stochastic programming with endogenous uncertainty,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0174,SF0174,CANDIDATE,CANDIDATE,machine,no,,"Proposes an active learning method specifically for the predict-then-optimize framework, directly within the core area of contextual optimization.",3/3,Active learning in the predict-thenoptimize framework: A margin-based approach,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0175,SF0174,CANDIDATE,CANDIDATE,machine,no,,"Proposes an active learning method specifically for the predict-then-optimize framework, directly within the core area of contextual optimization.",3/3,Active learning in the predictthen-optimize framework: A margin-based approach,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0176,SF0176,CANDIDATE,CANDIDATE,machine,no,,End-to-end learning for traffic user equilibrium using implicit neural networks directly addresses integrated prediction and optimization in transportation decision-making.,3/3,End-to-end learning of user equilibrium with implicit neural networks,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0177,SF0177,CANDIDATE,CANDIDATE,machine,no,,A data-driven newsvendor pricing paper with decision-dependent effects directly addresses contextual optimization for inventory/pricing decisions from data.,3/3,Solving data-driven newsvendor pricing problems with decision-dependent effect,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0178,SF0178,BACKGROUND,BORDERLINE,VG,yes,yes,"Inventory control using operational statistics suggests data-driven decisions, but unclear if covariates/side information are used or just sample-based estimation.",3/3,A practical inventory control policy using operational statistics,2005,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0179,SF0179,CANDIDATE,CANDIDATE,machine,no,,"A predict-then-optimize method proposing decision-driven regularization, directly in the core area of contextual optimization.",3/3,Decision-driven regularization: A blended model for predict-then-optimize,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0180,SF0180,BACKGROUND,BACKGROUND,machine,yes,,"A theoretical paper on neural network expressiveness and width, a general deep learning architecture result with no decision problem involved (b).",3/3,The expressive power of neural networks: A view from the width,2017,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0181,SF0181,CANDIDATE,CANDIDATE,machine,no,,Proposes an interior-point method for differentiating through LP in predict-then-optimize; core decision-focused learning methodology.,3/3,Interior point solving for LP-based prediction+optimisation,2020,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0182,SF0182,CANDIDATE,CANDIDATE,machine,no,,"This paper introduces Smart Predict-then-Optimize (SPO) methods for combinatorial problems, a core contribution to decision-focused learning.",3/3,Smart predict-and-optimize for hard combinatorial optimization problems,2020,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0183,SF0183,CANDIDATE,CANDIDATE,machine,no,,"Proposes a neural network approach to learn preferences for vehicle routing problems, combining learning with optimization decisions.",3/3,Data Driven VRP: A Neural Network Model to Learn Hidden Preferences for VRP,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0184,SF0184,CANDIDATE,CANDIDATE,machine,no,,"Proposes decision-focused learning methods through a learning-to-rank perspective, directly addressing predict-then-optimize methodology.",3/3,Decision-focused learning: Through the lens of learning to rank,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0185,SF0185,SEED,SEED,structural,no,,"the JAIR seed survey itself (arXiv version, cited by EJOR)",,"Decision-focused learning: Foundations, state of the art, benchmark and future opportunities",2023,,,2026-09-22
SF0186,SF0186,CANDIDATE,CANDIDATE,machine,no,,"Application paper on fashion retailing decisions under weather uncertainty, likely involving demand forecasting from weather data to inform inventory/pricing decisions.",3/3,Here comes the sun: Fashion goods retailing under weather fluctuations,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0187,SF0187,CANDIDATE,CANDIDATE,machine,no,,"Sparsemax is a differentiable sparse alternative to softmax, often used as machinery for differentiable optimization layers and decision-focused learning pipelines.",3/3,From softmax to sparsemax: A sparse model of attention and multi-label classification,2016,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0188,SF0188,BACKGROUND,BACKGROUND,machine,yes,,"A theoretical statistics paper on risk bounds for statistical learning, a general estimation topic with no downstream decision problem. Category (c).",3/3,Risk bounds for statistical learning,2006,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0189,SF0189,BACKGROUND,BORDERLINE,VG,yes,yes,"Restless multi-armed bandits for health intervention scheduling; involves sequential decision-making with learned models, but unclear if it fits contextual optimization or is closer to reinforcement learning.",3/3,Field study in deploying restless multiarmed bandits: Assisting non-profits in improving maternal and child health,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0190,SF0190,CANDIDATE,CANDIDATE,machine,no,,Proposes a faster training method for predict-and-optimize using three-operator splitting; directly addresses core predict-then-optimize methodology.,3/3,Faster predict-and-optimize with three-operator splitting,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0191,SF0191,BACKGROUND,BACKGROUND,machine,yes,,Dataset release paper describing Amazon's last-mile routing challenge data; general-purpose dataset documentation falls under category (d).,3/3,2021 amazon last mile routing research challenge: Data set,2024,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0192,SF0192,CANDIDATE,CANDIDATE,machine,no,,"Data valuation in the context of data-driven optimization suggests methods for assessing data's worth in decision-making under uncertainty, directly relevant to contextual optimization.",3/3,Data valuation from data-driven optimization,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0193,SF0193,CANDIDATE,CANDIDATE,machine,no,,"Gradient estimation for discrete latent variables is machinery for differentiating through discrete structures, potentially enabling end-to-end learning with combinatorial decisions.",3/3,Adaptive perturbation-based gradient estimation for discrete latent variable models,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0194,SF0194,CANDIDATE,CANDIDATE,machine,no,,"A review of data analytics in operations management, which likely covers prescriptive analytics and data-driven decision-making methods relevant to contextual optimization.",3/3,Data analytics in operations management: A review,2020,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0195,SF0195,BACKGROUND,BACKGROUND,machine,yes,,Noise-contrastive estimation for training language models; a general neural network training technique with no decision problem (b).,3/3,A fast and simple algorithm for training neural probabilistic language models,2012,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0196,SF0196,BACKGROUND,BORDERLINE,VG,yes,yes,"Algorithm unrolling learns to solve optimization problems via unrolled iterations; while focused on signal processing, the technique is used for learned optimization in decision contexts.",3/3,"Algorithm unrolling: Interpretable, efficient deep learning for signal and image processing",2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0197,SF0197,CANDIDATE,CANDIDATE,machine,no,,"Proposes contrastive losses and solution caching for predict-and-optimize, a core method in decision-focused learning.",3/3,Contrastive losses and solution caching for predict-and-optimize,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0198,SF0198,CANDIDATE,CANDIDATE,machine,no,,"A bilevel framework for decision-making under uncertainty with contextual information is directly about contextual optimization, core to the audit's scope.",3/3,A bilevel framework for decision-making under uncertainty with contextual information,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0199,SF0199,BACKGROUND,BACKGROUND,machine,yes,,Classic nonparametric regression estimator (Nadaraya-Watson kernel regression); a general statistical estimation method with no downstream decision problem.,3/3,On estimating regression,1964,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0200,SF0200,CANDIDATE,CANDIDATE,machine,no,,"Proposes a framework for learning in neural ILP architectures, which involves integrating optimization (integer linear programming) with learning—core machinery for decision-focused methods.",3/3,A solver-free framework for scalable learning in neural ilp architectures,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0201,SF0201,CANDIDATE,CANDIDATE,machine,no,,"A data-driven newsvendor method using deep learning with features/covariates, directly in the contextual optimization area.",3/3,An integrated data-driven method using deep learning for a newsvendor problem with unobservable features,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0202,SF0202,BACKGROUND,BACKGROUND,machine,yes,,"Survey of general conic programming advances in convex optimization, a foundational mathematical field with no decision-from-prediction focus. Category (a).",3/3,Advances in convex optimization: conic programming,2007,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
