sweep_id,venue,year,title,bucket,agreement,needs_adjudication,buckets_all,reason,confidence,model_id,runs,prompt_hash,run_date
SW0096,CPAIOR,2024,"21st International Conference on the Integration of Constraint Programming, Artificial Intelligence, and Operations Research, CPAIOR 2024",OUT,1/1,,OUT,"proceedings front matter, not a paper",high,claude-opus-4-5-20251101,1,4bc0e50d09eb,2026-09-17
SW0097,CPAIOR,2024,CaVE: A Cone-Aligned Approach for Fast Predict-then-optimize with Binary Linear Programs,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,"Explicitly addresses predict-then-optimize for binary linear programs including vehicle routing, with learned cost prediction.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0098,CPAIOR,2024,Decision-Focused Predictions via Pessimistic Bilevel Optimization: A Computational Study,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Explicitly addresses decision-focused predictions for optimization under uncertainty with shortest-path experiments.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0099,CPAIOR,2024,Improving Metaheuristic Efficiency for Stochastic Optimization by Sequential Predictive Sampling,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Stochastic combinatorial optimization is the decision problem; predictive model guides solution evaluation in metaheuristic pipeline.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0100,CPAIOR,2024,Learning Deterministic Surrogates for Robust Convex QCQPs,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Decision-focused learning for robust convex QCQPs is explicitly contextual optimization with prediction models and decision problems.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0101,CPAIOR,2024,Learning from Scenarios for Repairable Stochastic Scheduling,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Stochastic scheduling is an optimization problem with decision-focused learning of uncertain processing times.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0102,CPAIOR,2025,Learning Primal Heuristics for 0–1 Knapsack Interdiction Problems,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Knapsack interdiction is a combinatorial optimization problem; a GLM predicts parameters for a single-level approximation in an ML pipeline.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0103,ICLR,2023,ALTERNATING DIFFERENTIATION FOR OPTIMIZATION LAYERS,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Optimization layers embedding decision problems in neural networks; differentiating through solvers is in-scope per rule 2.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0104,ICLR,2023,BACKPROPAGATION THROUGH COMBINATORIAL ALGORITHMS: IDENTITY WITH PROJECTION WORKS,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Embedding discrete solvers as differentiable layers for combinatorial problems like graph matching is the object of the work.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0105,ICLR,2023,BRAIN-LIKE REPRESENTATIONAL STRAIGHTENING OF NATURAL MOVIES IN ROBUST FEEDFORWARD NEURAL NETWORKS,OUT,3/3,,OUT;OUT;OUT,Neuroscience/representation learning study about visual cortex representations; no optimization or decision problem is the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0106,ICLR,2023,DEEP DECLARATIVE DYNAMIC TIME WARPING FOR END-TO-END LEARNING OF ALIGNMENT PATHS,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,DTW is an optimization problem; paper proposes differentiable layer for end-to-end learning pipelines with alignment tasks.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0107,ICLR,2023,DISTILLING COGNITIVE BACKDOOR PATTERNS WITHIN AN IMAGE,OUT,3/3,,OUT;OUT;OUT,Backdoor detection in neural networks; no optimization or decision problem as the object of work.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0108,ICLR,2023,GNNINTERPRETER: A PROBABILISTIC GENERATIVE MODEL-LEVEL EXPLANATION FOR GRAPH NEURAL NETWORKS,OUT,3/3,,OUT;OUT;OUT,Interpretability/explainability work for GNNs; no optimization or decision problem is the object of study.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0109,ICLR,2023,HETEROGENEOUS NEURONAL AND SYNAPTIC DYNAMICS FOR SPIKE-EFFICIENT UNSUPERVISED LEARNING: THEORY AND DESIGN PRINCIPLES,OUT,3/3,,OUT;OUT;OUT,Bayesian optimization is machinery for designing neural network architecture; no external decision problem is the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0110,ICLR,2023,HYPERBOLIC DEEP REINFORCEMENT LEARNING,OUT,3/3,,OUT;OUT;OUT,Representation learning for RL policy training; no external optimization or decision problem is the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0111,ICLR,2023,INTEGRATING SYMMETRY INTO DIFFERENTIABLE PLANNING WITH STEERABLE CONVOLUTIONS,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Path planning is a decision/optimization problem; learned differentiable planning with neural networks is the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0112,ICLR,2023,LEARNING DIFFERENTIABLE SOLVERS FOR SYSTEMS WITH HARD CONSTRAINTS,OUT,3/3,,OUT;OUT;OUT,Numerical simulation of physical systems via PDE solvers; no external decision or optimization problem as object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0113,ICLR,2023,LOGICAL ENTITY REPRESENTATION IN KNOWLEDGE-GRAPHS FOR DIFFERENTIABLE RULE LEARNING,OUT,3/3,,OUT;OUT;OUT,Knowledge graph completion via rule learning; no external decision or optimization problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0114,ICLR,2023,MASKED DISTILLATION WITH RECEPTIVE TOKENS,OUT,3/3,,OUT;OUT;OUT,"Knowledge distillation for model compression; optimization is training machinery, not an external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0115,ICLR,2023,META-LEARNING ADAPTIVE DEEP KERNEL GAUSSIAN PROCESSES FOR MOLECULAR PROPERTY PREDICTION,OUT,3/3,,OUT;OUT;OUT,Meta-learning framework for molecular property prediction; no downstream decision or optimization problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0116,ICLR,2023,NERN - LEARNING NEURAL REPRESENTATIONS FOR NEURAL NETWORKS,OUT,3/3,,OUT;OUT;OUT,Reconstructing neural network weights is model compression/representation learning; no external decision or optimization problem.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0117,ICLR,2023,TOWARDS ONE-SHOT NEURAL COMBINATORIAL SOLVERS: THEORETICAL AND EMPIRICAL NOTES ON THE CARDINALITY-CONSTRAINED CASE,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Combinatorial optimization problems are the object; neural solvers with OT layers; explicitly mentions predictive CO and predict-then-optimize.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0118,ICLR,2024,A DISCRETIZATION FRAMEWORK FOR ROBUST CONTEXTUAL STOCHASTIC OPTIMIZATION,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Contextual stochastic optimization with uncertain parameters and learning combined with downstream optimization task.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0119,ICLR,2024,BACKDOOR SECRETS UNVEILED: IDENTIFYING BACKDOOR DATA WITH OPTIMIZED SCALED PREDICTION CONSISTENCY,OUT,3/3,,OUT;OUT;OUT,Optimization is machinery for identifying backdoor data in ML security; no external decision problem is the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0120,ICLR,2024,BARLERIA: AN EFFICIENT TUNING FRAMEWORK FOR REFERRING IMAGE SEGMENTATION,OUT,3/3,,OUT;OUT;OUT,"Parameter-efficient tuning for image segmentation; optimization is training machinery, no external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0121,ICLR,2024,DIFFUSION MODELS FOR MULTI-MODAL GENERATIVE MODELING,OUT,3/3,,OUT;OUT;OUT,Generative modeling work with no optimization or decision problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0122,ICLR,2024,DUAL-ENCODERS FOR EXTREME MULTI-LABEL CLASSIFICATION,OUT,3/3,,OUT;OUT;OUT,Retrieval and classification task with no downstream optimization or decision problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0123,ICLR,2024,GOODHART'S LAW IN REINFORCEMENT LEARNING,OUT,3/3,,OUT;OUT;OUT,"Studies reward misspecification in RL training; optimization is training machinery, not an external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0124,ICLR,2024,GRADUAL OPTIMIZATION LEARNING FOR CONFORMATIONAL ENERGY MINIMIZATION,OUT,3/3,,OUT;OUT;OUT,"Energy minimization is physical simulation machinery, not a decision problem; the object is molecular conformation prediction.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0125,ICLR,2024,INNER CLASSIFIER-FREE GUIDANCE AND ITS TAYLOR EXPANSION FOR DIFFUSION MODELS,OUT,3/3,,OUT;OUT;OUT,Generative modeling technique for diffusion models; no optimization or decision problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0126,ICLR,2024,INTERPRETABLE SPARSE SYSTEM IDENTIFICATION: BEYOND RECENT DEEP LEARNING TECHNIQUES ON TIME-SERIES PREDICTION,OUT,3/3,,OUT;OUT;OUT,Pure time-series forecasting with no downstream decision or optimization problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0127,ICLR,2024,"LARGE CONTENT AND BEHAVIOR MODELS TO UNDERSTAND, SIMULATE, AND OPTIMIZE CONTENT AND BEHAVIOR",OUT,3/3,,OUT;OUT;OUT,Focuses on predicting/simulating user behaviors using LLMs; no optimization or decision problem is the object of work.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0128,ICLR,2024,LEARNING WITH A MOLE: TRANSFERABLE LATENT SPATIAL REPRESENTATIONS FOR NAVIGATION WITHOUT RECONSTRUCTION,OUT,3/3,,OUT;OUT;OUT,"Navigation representation learning without explicit optimization problem; focuses on learned spatial representations for embodied agents, not contextual optimization.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0129,ICLR,2024,LEVERAGING AUGMENTED-LAGRANGIAN TECHNIQUES FOR DIFFERENTIATING OVER INFEASIBLE QUADRATIC PROGRAMS IN MACHINE LEARNING,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,"QP optimization layers in neural networks for learning, control, and robotics applications constitute decision problems with learned components.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0130,ICLR,2024,LIGHT-MILPOPT: SOLVING LARGE-SCALE MIXED INTEGER LINEAR PROGRAMS WITH LIGHTWEIGHT OPTIMIZER AND SMALL-SCALE TRAINING DATASET,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,ML-based framework for solving large-scale MILPs; optimization problem is the object with learned components for solution prediction.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0131,ICLR,2024,"LION SECRETLY SOLVES CONSTRAINED OPTIMIZATION, AS LYAPUNOV PREDICTS",OUT,3/3,,OUT;OUT;OUT,"Lion is training machinery for neural networks; the optimization analyzed is model training, not an external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0132,ICLR,2024,PREDICTING EMERGENT ABILITIES WITH INFINITE RESOLUTION EVALUATION,OUT,3/3,,OUT;OUT;OUT,Focuses on LLM scaling laws and evaluation strategies; no optimization or decision problem is the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0133,ICLR,2024,R-EDL: RELAXING NONESSENTIAL SETTINGS OF EVIDENTIAL DEEP LEARNING,OUT,3/3,,OUT;OUT;OUT,Uncertainty estimation for classification; no external decision or optimization problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0134,ICLR,2024,SCALING PHYSICS-INFORMED HARD CONSTRAINTS WITH MIXTURE-OF-EXPERTS,OUT,3/3,,OUT;OUT;OUT,Neural PDE solver for physical dynamics simulation; no decision or optimization problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0135,ICLR,2024,SOCIAL-TRANSMOTION: PROMPTABLE HUMAN TRAJECTORY PREDICTION,OUT,3/3,,OUT;OUT;OUT,Forecasting human trajectories with no downstream optimization or decision problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0136,ICLR,2025,A DEEP GENERATIVE LEARNING APPROACH FOR TWO-STAGE ADAPTIVE ROBUST OPTIMIZATION,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Two-stage adaptive robust optimization is a decision problem; VAE generates adversarial scenarios in the same pipeline.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0137,ICLR,2025,ADA-K ROUTING: BOOSTING THE EFFICIENCY OF MOE-BASED LLMS,OUT,3/3,,OUT;OUT;OUT,Expert routing is model-training machinery for LLMs; no external decision or optimization problem is the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0138,ICLR,2025,ANTI-EXPOSURE BIAS IN DIFFUSION MODELS,OUT,3/3,,OUT;OUT;OUT,Generative modeling work improving diffusion model sampling; no decision or optimization problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0139,ICLR,2025,APPROXIMATION ALGORITHMS FOR COMBINATORIAL OPTIMIZATION WITH PREDICTIONS,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,"Studies optimization problems (Vertex Cover, Steiner Tree, Matching, Knapsack) with predictions to improve approximation guarantees.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0140,ICLR,2025,CLIQUE NUMBER ESTIMATION VIA DIFFERENTIABLE FUNCTIONS OF ADJACENCY MATRIX PERMUTATIONS,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Maximum clique problem is a combinatorial optimization problem; the work proposes a differentiable learned estimator for it.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0141,ICLR,2025,DATA MIXING LAWS: OPTIMIZING DATA MIXTURES BY PREDICTING LANGUAGE MODELING PERFORMANCE,OUT,3/3,,OUT;OUT;OUT,"Optimizing data mixture proportions is model-training machinery, not an external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0142,ICLR,2025,DEBORA: EFFICIENT BILEVEL OPTIMIZATION-BASED LOW-RANK ADAPTATION,OUT,3/3,,OUT;OUT;OUT,"Rank selection for low-rank adaptation is model-training machinery (hyperparameter optimization), not an external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0143,ICLR,2025,DIFFERENTIABLE CAUSAL DISCOVERY FOR LATENT HIERARCHICAL CAUSAL MODELS,OUT,3/3,,OUT;OUT;OUT,Causal discovery from observational data; no optimization or decision problem is the object of the work.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0144,ICLR,2025,DIFFERENTIABLE OPTIMIZATION OF SIMILARITY SCORES BETWEEN MODELS AND BRAINS,OUT,3/3,,OUT;OUT;OUT,Analyzes similarity measures between neural systems; no optimization or decision problem is the object of the work.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0145,ICLR,2025,DISTILLHGNN: A KNOWLEDGE DISTILLATION APPROACH FOR HIGH-SPEED HYPERGRAPH NEURAL NETWORKS,OUT,3/3,,OUT;OUT;OUT,Knowledge distillation for model compression; no external decision or optimization problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0146,ICLR,2025,DPAI: DIFFERENTIABLE PRUNING AT INITIALIZATION WITH NODE-PATH BALANCE PRINCIPLE,OUT,3/3,,OUT;OUT;OUT,"Pruning at initialization is model-training machinery for neural network compression, not an external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0147,ICLR,2025,EFFICIENT EVOLUTIONARY SEARCH OVER CHEMICAL SPACE WITH LARGE LANGUAGE MODELS,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Molecular discovery formulated as optimization problem with learned LLM components guiding the search process.,medium,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0148,ICLR,2025,ENHANCING END-TO-END AUTONOMOUS DRIVING WITH LATENT WORLD MODEL,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Autonomous driving planning is a decision/control problem; learned model predicts trajectories from sensor data.,medium,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0149,ICLR,2025,GREATER: GRADIENTS OVER REASONING MAKES SMALLER LANGUAGE MODELS STRONG PROMPT OPTIMIZERS,OUT,3/3,,OUT;OUT;OUT,"Prompt optimization is model-training machinery for improving LLM performance, not an external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0150,ICLR,2025,KINPFN: BAYESIAN APPROXIMATION OF RNA FOLDING KINETICS USING PRIOR-DATA FITTED NETWORKS,OUT,3/3,,OUT;OUT;OUT,Approximates RNA folding kinetics simulation; no optimization or decision problem is the object of the work.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0151,ICLR,2025,LEARNING FROM WEAK LABELERS AS CONSTRAINTS,OUT,3/3,,OUT;OUT;OUT,"The optimization is training machinery for learning from weak labels, not an external decision problem being solved.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0152,ICLR,2025,MITIGATING INFORMATION LOSS IN TREE-BASED REINFORCEMENT LEARNING VIA DIRECT OPTIMIZATION,OUT,3/3,,OUT;OUT;OUT,"RL policy learning with interpretable trees; optimization is training machinery, not an external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0153,ICLR,2025,PRDP: PROGRESSIVELY REFINED DIFFERENTIABLE PHYSICS,OUT,3/3,,OUT;OUT;OUT,Differentiable physics solvers for neural network training machinery; no external decision or optimization problem as object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0154,ICLR,2025,SHAPLEY-GUIDED UTILITY LEARNING FOR EFFECTIVE GRAPH INFERENCE DATA VALUATION,OUT,3/3,,OUT;OUT;OUT,Data valuation for GNN inference neighbors; no optimization or decision problem is the object of work.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0155,ICLR,2025,TOWARDS ROBUST MULTIMODAL OPEN-SET TEST-TIME ADAPTATION VIA ADAPTIVE ENTROPY-AWARE OPTIMIZATION,OUT,3/3,,OUT;OUT;OUT,Test-time adaptation for classification under distribution shift; no optimization or decision problem is the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0156,ICLR,2025,UNDERSTANDING OPTIMIZATION IN DEEP LEARNING WITH CENTRAL FLOWS,OUT,3/3,,OUT;OUT;OUT,Analyzes training dynamics of neural network optimizers; no external decision or optimization problem as object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0157,ICLR,2025,WARDROPNET: TRAFFIC FLOW PREDICTIONS VIA EQUILIBRIUM-AUGMENTED LEARNING,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Traffic equilibrium is an optimization problem; neural network predicts latency function parameters for equilibrium computation.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0158,ICML,2023,CO-BED: Information-Theoretic Contextual Optimization via Bayesian Experimental Design,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Contextual optimization is explicitly the object; framework designs experiments for decision problems using learned Bayesian methods.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0159,ICML,2023,Conditional Tree Matching for Inference-Time Adaptation of Tree Prediction Models,OUT,3/3,,OUT;OUT;OUT,Tree matching algorithm for model adaptation; no external decision/optimization problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0160,ICML,2023,Deep Perturbation Learning: Enhancing the Network Performance via Image Perturbations,OUT,3/3,,OUT;OUT;OUT,"Training machinery only; perturbations optimize model performance, no external decision or optimization problem as object.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0161,ICML,2023,End-to-End Full-Atom Antibody Design,OUT,3/3,,OUT;OUT;OUT,Antibody design is generative molecular modeling without an explicit optimization or decision problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0162,ICML,2023,End-to-End Learning for Stochastic Optimization: A Bayesian Perspective,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,"Stochastic optimization problems (newsvendor, economic dispatch) are decision problems; end-to-end learning trains decision maps.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0163,ICML,2023,Explainable Data-Driven Optimization: From Context to Decision and Back Again,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,"Data-driven optimization with inventory management and routing as decision problems, combined with machine learning predictors.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0164,ICML,2023,Learning Neural PDE Solvers with Parameter-Guided Channel Attention,OUT,3/3,,OUT;OUT;OUT,Numerical simulation of physical systems via PDE solvers; no decision or optimization problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0165,ICML,2023,Maximum Optimality Margin: A Unified Approach for Contextual Linear Programming and Inverse Linear Programming,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Explicitly studies predict-then-optimize/contextual linear programming with ML prediction feeding downstream optimization.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0166,ICML,2023,Meta Optimal Transport,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Optimal transport is an optimization problem; learned model predicts OT maps as amortized solver.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0167,ICML,2023,Neural Diffusion Processes,OUT,3/3,,OUT;OUT;OUT,"Generative meta-learning over function distributions; global optimization is a downstream application, not the object of work.",medium,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0168,ICML,2023,QAS-Bench: Rethinking Quantum Architecture Search and A Benchmark,OUT,3/3,,OUT;OUT;OUT,"Quantum architecture search is model-training machinery (designing quantum circuits), not an external decision/optimization problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0169,ICML,2023,QuantumDARTS: Differentiable Quantum Architecture Search for Variational Quantum Algorithms,OUT,3/3,,OUT;OUT;OUT,"Quantum architecture search is model-training machinery; Max-Cut and energy estimation are only evaluation benchmarks, not the object.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0170,ICML,2023,Self-Attention Amortized Distributional Projection Optimization for Sliced Wasserstein Point-Cloud Reconstruction,OUT,3/3,,OUT;OUT;OUT,Point-cloud reconstruction using Wasserstein distances; no decision or optimization problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0171,ICML,2023,spred: Solving L1 Penalty with SGD,OUT,3/3,,OUT;OUT;OUT,"L1 penalty solver for training/compressing neural networks; optimization is model-training machinery, not an external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0172,ICML,2023,Surface Snapping Optimization Layer for Single Image Object Shape Reconstruction,OUT,3/3,,OUT;OUT;OUT,"3D shape reconstruction is a perception/modeling task, not a decision or optimization problem as the object.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0173,ICML,2023,Training-Free Neural Active Learning with Initialization-Robustness Guarantees,OUT,3/3,,OUT;OUT;OUT,"Active learning for data selection is model-training machinery, not an external decision/optimization problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0174,ICML,2023,Understanding Self-Predictive Learning for Reinforcement Learning,OUT,3/3,,OUT;OUT;OUT,Representation learning for RL with no optimization problem as object; focuses on learning dynamics and preventing collapse.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0175,ICML,2024,Accelerating Legacy Numerical Solvers by Non-intrusive Gradient-based Meta-solving,OUT,3/3,,OUT;OUT;OUT,"Hyperparameter selection for numerical solvers is model-training machinery, not an external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0176,ICML,2024,AdsorbDiff: Adsorbate Placement via Conditional Denoising Diffusion,CANDIDATE,2/3,,CANDIDATE;OUT;CANDIDATE,Adsorbate placement is an optimization problem (finding lowest energy configuration) with a learned diffusion model predicting optimal placement.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0177,ICML,2024,Aligned Objective for Soft-Pseudo-Label Generation in Supervised Learning,OUT,3/3,,OUT;OUT;OUT,Training machinery for classification; no external decision or optimization problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0178,ICML,2024,CF-OPT: Counterfactual Explanations for Structured Prediction,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Optimization layers in structured learning pipelines with deep neural networks; decision problems are the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0179,ICML,2024,Differentiable Combinatorial Scheduling at Scale,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Resource-constrained scheduling is a combinatorial optimization problem; differentiable framework with learned sampling is the method.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0180,ICML,2024,Differentiable Distributionally Robust Optimization Layers,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Explicitly develops differentiable DRO layers for decision-focused learning with contextual optimization applications.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0181,ICML,2024,GenCO: Generating Diverse Designs with Combinatorial Constraints,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,Combines deep generative models with differentiable combinatorial solvers to enforce hard constraints on generated designs.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0182,ICML,2024,InfoNet: Neural Estimation of Mutual Information without Test-Time Optimization,OUT,3/3,,OUT;OUT;OUT,Mutual information estimation tool; no optimization or decision problem is the object of the work.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0183,ICML,2024,Learning Decision Trees and Forests with Algorithmic Recourse,OUT,3/3,,OUT;OUT;OUT,"Recourse optimization is machinery for training interpretable classifiers; the object is learning decision trees, not solving an external decision problem.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0184,ICML,2024,LPGD: A General Framework for Backpropagation through Embedded Optimization Layers,CANDIDATE,3/3,,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes framework for training architectures with embedded optimization layers, which are decision problems as objects.",high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
SW0185,ICML,2024,MS-TIP: Imputation Aware Pedestrian Trajectory Prediction,OUT,3/3,,OUT;OUT;OUT,Trajectory prediction/forecasting task with no downstream optimization or decision problem as the object.,high,claude-opus-4-5-20251101,3,4bc0e50d09eb,2026-09-17
