frame_id,canonical_id,method,bucket,agreement,buckets_all,reason,confidence,title,year,model_id,runs,prompt_hash,run_date
SF0090,SF0090,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Directly compares estimate-then-optimize versus integrated estimation-optimization approaches, which is core predict-then-optimize methodology analysis.",high,Estimate-then-optimize versus integrated-estimation-optimization: A stochastic dominance perspective,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0091,SF0091,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,Distributionally robust stochastic programming with side information (covariates) is contextual optimization; this paper proposes methods for data-driven decisions conditioned on features.,high,Distributionally robust stochastic programs with side information based on trimmings,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0092,SF0092,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Distributionally robust optimal power flow with contextual information directly addresses contextual/data-driven optimization for energy decisions using side information, core to the audit scope.",high,Distributionally robust optimal power flow with contextual information,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0093,SF0093,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Directly proposes a smart predict-then-optimize method for two-stage linear programs with side information, a core topic in contextual optimization.",high,Smart predict-then-optimize for two-stage linear programs with side information,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0094,SF0094,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"A survey on optimization with constraint learning, which integrates learned models into optimization problems—directly relevant to the predict-then-optimize and data-driven decision-making literature.",high,Optimization with constraint learning: a framework and survey,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0095,SF0095,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,PyTorch Lightning is a general-purpose deep learning training framework/library with no decision problem focus. Category (d).,high,Pytorch lightning,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0096,SF0096,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,Model-based reinforcement learning paper on value-aware model learning; related to decision-aware learning but in RL context rather than contextual optimization.,medium,Iterative value-aware model learning,2018,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0097,SF0097,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"MIPaaL embeds mixed-integer programs as differentiable layers for end-to-end learning, core machinery for decision-focused/predict-then-optimize pipelines.",high,MIPaaL: Mixed integer program as a layer,2020,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0098,SF0098,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Applies differentiable shortest paths to predict wildlife trafficking routes, combining prediction with optimization—core decision-focused learning application.",high,Predicting wildlife trafficking routes with differentiable shortest paths,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0099,SF0099,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes learning surrogate models for combinatorial nonlinear optimization problems, directly relevant machinery for decision-focused and end-to-end optimization approaches.",high,Surco: Learning linear surrogates for combinatorial nonlinear optimization problems,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0100,SF0100,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Application paper combining demand forecasting with price optimization decisions for an online retailer—predictions directly inform pricing decisions, fitting contextual optimization.",high,Analytics for an online retailer: Demand forecasting and price optimization,2016,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0101,SF0101,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes an explainable approach for data-driven contextual optimization, directly addressing predict-then-optimize with interpretability; core to the audit area.",high,Explainable data-driven optimization: From context to decision and back again,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0102,SF0102,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,"Jacobian-free backpropagation for implicit networks is machinery for differentiating through implicit layers, which may underpin optimization layers in decision-focused learning, but the title alone does not clarify decision-problem applications.",medium,JFB: Jacobian-free backpropagation for implicit networks,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0103,SF0103,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes a closed-loop prediction and optimization approach for demand forecasting and reserve decisions, directly addressing predict-then-optimize methodology in energy applications.",high,Application-driven learning: A closed-loop prediction and optimization approach applied to dynamic reserves and demand forecasting,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0104,SF0104,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,Portfolio optimization under uncertainty using multiple priors; data-driven decision-making but unclear if covariates/side information are used for contextual optimization.,medium,Portfolio Selection with Parameter and Model Uncertainty: A Multi-Prior Approach,2006,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0105,SF0105,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"NLP paper on learning dense representations for entity retrieval, a natural language processing task with no decision or optimization problem involved.",high,Learning dense representations for entity retrieval,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0106,SF0106,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A survey chapter on SAT solvers, which are classical combinatorial algorithms with no learned or predicted inputs; general optimization machinery (e).",high,Satisfiability solvers,2008,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0107,SF0107,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"Foundational work on adversarial examples in neural networks, a general machine learning robustness technique with no decision problem as its object.",high,Explaining and harnessing adversarial examples,2015,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0108,SF0108,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A general machine-learning paper on criteria for training generative models, with no decision or optimization problem as its object.",high,On distinguishability criteria for estimating generative models,2015,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0109,SF0109,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Develops methods for differentiating through argmin/argmax problems, which is core machinery for decision-focused learning and end-to-end optimization with learned inputs.",high,On differentiating parameterized argmin and argmax problems with application to bilevel optimization,2016,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0110,SF0110,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A 1990 survey on multi-stage production-inventory systems, classical operations research with no learned predictions or contextual optimization methods.",high,Multi-stage production-inventory systems,1990,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0111,SF0111,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"CVX/graph implementation framework for disciplined convex programming - general-purpose optimization modeling software infrastructure, category (d).",high,Graph implementations for nonsmooth convex programs,2008,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0112,SF0112,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Meta-learning paper by Amos et al. involving differentiable optimization layers and inner-loop optimization, which is machinery used in decision-focused learning contexts.",medium,Generalized inner loop meta-learning,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0113,SF0113,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Integrated conditional estimation-optimization is a predict-then-optimize method that jointly learns predictions and decisions from contextual information, core to the audit area.",high,Integrated conditional estimation-optimization,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0114,SF0114,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,"Model-based reinforcement learning with value equivalence; decision-aware learning of dynamics models, related to but distinct from contextual optimization.",medium,The value equivalence principle for model-based reinforcement learning,2020,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0115,SF0115,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"A predict+optimize method for non-convex problems, directly addressing decision-focused learning with learned predictions.",high,A divide and conquer algorithm for predict+optimize with non-convex problems,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0116,SF0116,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,"Data-driven linear optimization under uncertainty, but unclear if it uses covariates/side information or just sample-based uncertainty; requires full-text review.",medium,"Small-data, large-scale linear optimization with uncertain objectives",2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0117,SF0117,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Paper addresses policy performance evaluation in data-driven optimization settings, relevant to prescriptive analytics and contextual decision-making under uncertainty.",high,"Debiasing in-sample policy performance for small-data, large-scale optimization",2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0118,SF0118,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"Gurobi optimizer reference manual is solver documentation for a general-purpose mathematical programming solver, category (d).",high,Gurobi optimizer reference manual,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0119,SF0119,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"Noise-contrastive estimation is a general statistical estimation technique for unnormalized models, with no decision problem involved (category b/c).",high,Noise-contrastive estimation: A new estimation principle for unnormalized statistical models,2010,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0120,SF0120,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A map editor tool for a video game, general-purpose software unrelated to contextual optimization or decision-focused learning. Category (d).",high,Warcraft ii open-source map editor,2017,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0121,SF0121,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,Classical optimization theory paper on implicit functions without continuous differentiability; foundational mathematical analysis with no learning or prediction component (category e).,high,Implicit functions and optimization problems without continuous differentiability of the data,1974,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0122,SF0122,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes nonparametric density estimation for stochastic optimization conditioned on observable state variables (covariates), directly addressing contextual/data-driven stochastic optimization.",high,Nonparametric density estimation for stochastic optimization with an observable state variable,2010,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0123,SF0123,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"ResNet is a foundational deep learning architecture for image recognition, a general neural network technique with no decision problem as its object (b).",high,Deep residual learning for image recognition,2016,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0124,SF0124,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,"Fixed point networks for predicting equilibria could involve decision problems or optimization layers, but the title alone does not clarify if predictions feed into downstream decisions.",medium,Learn to predict equilibria via fixed point networks,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0125,SF0125,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"Knowledge distillation is a general neural network training technique for model compression, with no decision or optimization problem as its object. Category (b).",high,Distilling the knowledge in a neural network,2015,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0126,SF0126,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Directly analyzes risk guarantees for end-to-end prediction and optimization, a core theoretical contribution to the predict-then-optimize literature.",high,Risk guarantees for end-to-end prediction and optimization processes,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0127,SF0127,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A general survey of kernel methods for statistical learning and estimation, with no downstream decision problem as its object (category c).",high,Kernel methods in machine learning,2008,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0128,SF0128,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,Robust two-stage optimization for microgrid energy management; unclear if predictions from covariates drive decisions or if it is sample-based robust optimization without side information.,medium,Toward optimal energy management of microgrids via robust two-stage optimization,2016,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0129,SF0129,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes Branch & Learn method for predict+optimize problems, directly addressing decision-focused learning with recursive/iterative solvers.",high,Branch & learn for recursively and iteratively solvable problems in predict+optimize,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0130,SF0130,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"This paper studies contextual linear optimization with theoretical convergence rates, directly addressing decision-making from predictions/covariates, which is core to the audit's scope.",high,Fast rates for contextual linear optimization,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0131,SF0131,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes Branch & Learn method for predict-then-optimize with unknown constraint parameters, directly addressing decision-focused learning with predictions.",high,Branch & learn with post-hoc correction for predict+optimize with unknown parameters in constraints,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0132,SF0132,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes a predict-then-optimize method for linear programs with unknown constraint parameters, directly in the core area of contextual optimization.",high,Predict+optimize for packing and covering lps with unknown parameters in constraints,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0133,SF0133,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,A predict-then-optimize method for MILPs with uncertain constraint parameters; directly in the core area of contextual optimization.,high,Two-stage predict+optimize for milps with unknown parameters in constraints,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0134,SF0134,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A deep learning method for semantic matching in web search using clickthrough data; no optimization decision problem, purely information retrieval/NLP (f).",high,Learning deep structured semantic models for web search using clickthrough data,2013,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0135,SF0135,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"A data-driven newsvendor paper that integrates prediction and inventory decisions from features/data, directly in the contextual optimization area.",high,A data-driven newsvendor problem: From data to decision,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0136,SF0136,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Studies energy-price forecasting properties specifically for scheduling decisions, directly connecting prediction quality to downstream optimization in a contextual decision-making application.",high,Properties of energy-price forecasts for scheduling,2012,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0137,SF0137,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A textbook on linear programming, a general optimization field, with no learned or predicted components. Category (a).",high,Linear programming,1994,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0138,SF0138,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes unbiased objective estimation for predictive optimization, directly addressing decision-focused learning where predictions inform downstream optimization problems.",high,Unbiased objective estimation in predictive optimization,2018,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0139,SF0139,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,Data-driven optimization with bias correction; unclear if it involves covariates/side information or is sample-based DRO without contextual features.,medium,Optimizer’s information criterion: Dissecting and correcting bias in data-driven optimization,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0140,SF0140,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes an exact symbolic reduction method for Smart Predict+Optimize, a core predict-then-optimize framework, directly within the audit's scope.",high,An exact symbolic reduction of linear smart predict+optimize to mixed integer linear programming,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0141,SF0141,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,Foundational work on learning to rank from implicit feedback for search engines; a machine learning method for ranking without a downstream optimization/decision problem in the contextual optimization sense.,high,Optimizing search engines using clickthrough data,2002,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0142,SF0142,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,Proposes a robustness framework for decision-focused learning modeled as a Stackelberg game; directly addresses predict-then-optimize methodology.,high,Modeling robustness in decision-focused learning as a stackelberg game,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0143,SF0143,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,Medical image segmentation using graph matching for C. elegans annotation; computer vision application with no decision-from-prediction problem in the contextual optimization sense.,high,Active graph matching for automatic joint segmentation and annotation of c,2014,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0144,SF0144,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes a method for data-driven stochastic optimization with covariates, directly addressing contextual optimization by learning decision rules from features.",high,Stochastic optimization forests,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0145,SF0145,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"Legal scholarship analyzing the 'right to explanation' in law and policy, an unrelated field with no optimization or decision-making methodology.",high,"The right to explanation, explained",2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0146,SF0146,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Distributionally robust optimization with covariate information is contextual/conditional stochastic optimization, directly in scope for predict-then-optimize and prescriptive analytics.",high,Residuals-based distributionally robust optimization with covariate information,2020,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0147,SF0147,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes a contextual stochastic optimization method that accounts for heteroscedasticity in residuals, directly addressing decision-making with covariate-dependent uncertainty—core to the audit area.",high,Heteroscedasticity-aware residualsbased contextual stochastic optimization,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0148,SF0148,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Data-driven sample average approximation with covariate information is contextual stochastic optimization, directly in scope for predict-then-optimize and prescriptive analytics.",high,Data-driven sample average approximation with covariate information,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0149,SF0149,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,Foundational mathematical paper introducing the Kantorovich-Rubinstein metric (Wasserstein distance); pure mathematical analysis with no decision or learning context.,high,On a space of totally additive functions,1958,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0150,SF0150,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,A contextual newsvendor method using tree-based approaches to solve data-driven problems with side information; directly in the contextual optimization area.,high,Interpretable contextual newsvendor models: A tree-based method to solving data-driven newsvendor problems (pp,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0151,SF0151,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,"Vehicle routing with real-time traffic information suggests decisions under uncertainty with updated predictions, but whether it involves learned predictions or contextual optimization is unclear from the title.",medium,Optimal vehicle routing with real-time traffic information,2005,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0152,SF0152,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,Variational autoencoders are a general generative modeling and representation learning technique with no decision problem as its object (b).,high,Auto-encoding variational bayes,2014,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0153,SF0153,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,Adam is a general-purpose neural network optimizer for training; no decision problem is its object (b).,high,Adam: A method for stochastic optimization,2015,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0154,SF0154,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Explores adversarial attacks on data-based decision making, directly relevant to understanding robustness of data-driven optimization methods.",high,An exploration of poisoning attacks on data-based decision making,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0155,SF0155,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A textbook on probabilistic graphical models, a general statistical and machine learning framework with no specific focus on decision problems or contextual optimization.",high,Probabilistic graphical models: principles and techniques,2009,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0156,SF0156,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes an end-to-end stochastic optimization method using energy-based models, directly addressing predict-then-optimize with uncertainty.",high,End-to-end stochastic optimization with energy-based model,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0157,SF0157,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Title explicitly describes end-to-end learning for prediction and optimization, a core predict-then-optimize method using gradient boosting.",high,End-to-end learning for prediction and optimization with gradient boosting,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0158,SF0158,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"A survey of end-to-end constrained optimization learning, which is a core topic of the audit area covering decision-focused and predict-then-optimize methods.",high,End-to-end constrained optimization learning: A survey,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0159,SF0159,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"End-to-end learning for ranking with fairness constraints is a decision-focused learning application, integrating prediction with constrained optimization.",high,End-to-end learning for fair ranking systems,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0160,SF0160,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes folded optimization for backpropagating through solvers in end-to-end model-based learning, directly addressing predict-then-optimize training machinery.",high,Backpropagation of unrolled solvers with folded optimization,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0161,SF0160,inherited,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes folded optimization for backpropagating through solvers in end-to-end model-based learning, directly addressing predict-then-optimize training machinery.",high,Folded optimization for end-to-end model-based learning,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0162,SF0162,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,A predict-then-optimize method learning joint prediction-optimization models; directly in the core area of decision-focused learning.,high,Predictthen-optimize by proxy: Learning joint models of prediction and optimization,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0163,SF0163,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"Foundational information theory paper introducing KL divergence, a general statistical measure with no decision problem or optimization context (c).",high,On information and sufficiency,1951,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0164,SF0164,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A mixed-integer nonlinear programming formulation for electrical network approximation; classical optimization modeling with no learning, prediction, or contextual decision-making component. Category (e).",high,Approximating electrical distribution networks via mixed-integer nonlinear programming,2011,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0165,SF0165,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A theoretical paper on causal transport plans in stochastic analysis, concerning mathematical foundations of optimal transport without any decision-making or prediction context.",high,Causal transport plans and their Monge–Kantorovich problems,2018,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0166,SF0166,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Directly addresses task-aware loss and decision-regret in prediction, which is core predict-then-optimize methodology for training predictors with downstream decisions.",high,A note on task-aware loss via reweighing prediction loss by decision-regret,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0167,SF0167,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,"Distributionally robust optimization methods from data, but unclear if covariates/side information are involved; requires full-text review to determine contextual optimization relevance.",medium,Large-scale methods for distributionally robust optimization,2020,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0168,SF0168,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,Data-driven newsvendor with regularization is a contextual/prescriptive optimization problem where inventory decisions depend on data; core application area.,high,Data-driven newsvendor problems regularized by a profit risk constraint,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0169,SF0169,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A monograph on uncertain programming as a general optimization framework under uncertainty, not specific to contextual or predict-then-optimize methods.",high,"Theory and practice of uncertain programming, Vol",2009,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0170,SF0170,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Applies travel-time prediction to order assignment decisions for last-mile delivery, integrating prediction with operational optimization—a contextual optimization application.",high,On-time last-mile delivery: Order assignment with travel-time predictors,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0171,SF0171,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Analyzes risk bounds and calibration for the Smart Predict-then-Optimize (SPO) method, directly studying theoretical properties of a core predict-then-optimize approach.",high,Risk bounds and calibration for a smart predict-then-optimize method,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0172,SF0171,inherited,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Analyzes risk bounds and calibration for the Smart Predict-then-Optimize (SPO) method, directly studying theoretical properties of a core predict-then-optimize approach.",high,Risk bounds and calibration for a smart predict-thenoptimize method,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0173,SF0173,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Stochastic programming with coupled learning and endogenous uncertainty involves decisions informed by learned/predicted quantities, fitting contextual optimization themes.",high,Coupled learning enabled stochastic programming with endogenous uncertainty,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0174,SF0174,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes an active learning method specifically for the predict-then-optimize framework, directly within the core area of contextual optimization.",high,Active learning in the predict-thenoptimize framework: A margin-based approach,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0175,SF0174,inherited,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes an active learning method specifically for the predict-then-optimize framework, directly within the core area of contextual optimization.",high,Active learning in the predictthen-optimize framework: A margin-based approach,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0176,SF0176,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,End-to-end learning for traffic user equilibrium using implicit neural networks directly addresses integrated prediction and optimization in transportation decision-making.,high,End-to-end learning of user equilibrium with implicit neural networks,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0177,SF0177,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,A data-driven newsvendor pricing paper with decision-dependent effects directly addresses contextual optimization for inventory/pricing decisions from data.,high,Solving data-driven newsvendor pricing problems with decision-dependent effect,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
